namekraj	idobvod	nameobvod	idokres	nameokres	idobec	nameobec	idokrsek	vuc2_13_votersreg	vuc2_13_votersvalid	vuc2_13_nevolici	vuc2_13_manka	vuc2_13_kotleba	eu_14_votersreg	eu_14_votersvalid	eu_14_nevolici	eu_14_other	eu_14_nova	eu_14_kdh	eu_14_smer	eu_14_most	eu_14_ol	eu_14_sas	eu_14_sdku	eu_14_smk
Banskobystrickı kraj	606	Zvolen	605	Krupina	518484	Jalšovík	1	164	54	110	26	28	155	44	120	13	3	9	11	0	0	2	6	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514993	Janice	1	138	51	92	44	7	143	64	79	14	10	1	1	9	3	1	0	25
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516872	Janova Lehota	1	776	301	483	164	137	784	362	422	43	6	10	279	1	11	7	5	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508691	Jarabá	1	35	16	24	5	11	40	12	28	3	2	1	4	0	0	2	0	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508705	Jasenie	1	956	196	760	78	118	954	80	876	19	3	9	37	1	2	6	3	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516881	Jastrabá	1	473	73	410	24	49	483	63	420	10	2	28	13	0	7	1	1	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525791	Jelšava	1	1131	215	916	99	116	1129	33	1098	14	1	0	13	1	0	1	3	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525791	Jelšava	2	1153	285	876	50	235	1161	77	1084	33	1	1	28	3	2	4	5	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511463	Jelšovec	1	226	67	159	57	10	225	27	199	7	1	0	12	3	0	0	2	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515001	Jesenské	1	872	112	760	59	53	848	79	793	13	0	1	12	19	4	2	0	28
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515001	Jesenské	2	915	126	789	35	91	907	85	830	21	1	1	12	18	2	2	2	26
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515019	Jestice	1	139	32	107	16	16	132	69	70	6	2	0	0	46	0	0	0	15
Banskobystrickı kraj	603	Luèenec	607	Poltár	511471	Kalinovo	1	948	239	709	135	104	941	104	844	17	3	8	54	2	12	6	2	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511471	Kalinovo	2	917	194	724	81	113	918	71	847	19	0	6	29	3	4	2	8	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511480	Kalonda	1	181	40	141	29	11	181	46	135	14	1	1	3	8	0	0	0	19
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515027	Kaloša	1	524	101	425	81	20	526	95	431	18	3	0	11	17	5	0	2	39
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525812	Kameòany	1	539	138	420	64	74	558	44	514	26	1	0	12	0	1	0	3	1
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516082	Kamenné Kosihy	1	293	71	222	39	32	280	59	234	7	3	2	1	9	1	2	3	31
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515035	Kesovce	1	160	38	122	35	3	155	45	115	0	0	0	0	11	19	0	0	15
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516091	Kiarov	1	264	67	197	56	11	260	44	220	8	2	6	7	9	0	1	4	7
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516902	K¾ak	1	191	65	132	31	34	197	40	157	12	3	4	15	0	1	3	2	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516104	Kleòany	1	248	45	203	41	4	243	61	187	5	0	5	2	13	0	0	0	36
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515043	Klenovec	1	801	231	570	75	156	800	77	724	25	2	1	38	1	4	1	5	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515043	Klenovec	2	800	198	602	78	120	783	66	734	13	0	2	42	0	2	4	3	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515043	Klenovec	3	870	231	647	111	120	878	101	777	35	5	0	52	0	3	0	6	0
Banskobystrickı kraj	606	Zvolen	604	Detva	518492	Klokoè	1	416	119	298	44	75	417	53	364	13	0	3	32	0	3	1	1	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515051	Kociha	1	165	34	132	15	19	166	12	154	1	0	1	6	2	1	0	1	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511498	Kokava nad Rimavicou	1	796	324	472	218	106	787	95	701	34	6	1	49	0	2	1	2	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511498	Kokava nad Rimavicou	2	801	298	510	148	150	808	88	720	40	5	1	35	1	1	1	4	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511498	Kokava nad Rimavicou	3	803	324	479	195	129	790	102	701	33	1	4	53	0	4	1	6	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516112	Koláre	1	243	35	208	17	18	218	76	167	6	2	2	4	2	0	1	1	58
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515060	Konrádovce	1	250	43	210	15	28	253	42	211	11	0	1	7	17	1	0	1	4
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516937	Kopernica	1	342	60	290	15	45	350	35	315	9	2	13	7	0	2	1	1	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508713	Kordíky	1	320	119	208	31	88	327	73	254	31	3	3	12	3	7	6	8	0
Banskobystrickı kraj	606	Zvolen	604	Detva	580520	Korytárky	1	789	184	605	89	95	786	92	697	25	3	10	27	0	15	9	3	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516121	Kosihovce	1	459	48	415	31	17	463	38	425	8	3	1	4	5	0	0	1	16
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516139	Kosihy nad Ip¾om	1	397	34	371	32	2	405	72	333	8	1	0	1	6	0	1	4	51
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516945	Kosorín	1	358	131	229	47	84	360	36	324	11	1	0	13	0	5	1	5	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511374	Kotmanová	1	265	64	201	26	38	265	28	237	9	0	0	13	0	2	3	1	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518506	Kováèová	1	1265	417	848	224	193	1257	265	1000	80	13	36	84	5	29	11	7	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516147	Kováèovce	1	311	58	253	38	20	307	37	274	4	2	0	6	13	0	0	9	3
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	516953	Kozelník	1	153	46	107	16	30	151	15	138	3	0	1	8	0	0	2	1	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518514	Kozí Vrbovok	1	132	38	96	15	23	134	28	106	12	1	3	9	0	0	2	1	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516961	Krahule	1	156	47	124	28	19	171	62	109	12	4	15	14	0	3	2	9	3
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515078	Krá¾	1	745	143	602	82	61	737	109	636	11	1	1	25	37	0	1	3	30
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508721	Králiky	1	526	148	392	63	85	540	75	465	19	6	9	19	2	14	1	5	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518531	Krá¾ovce - Krnišov	1	152	44	111	24	20	155	37	118	9	4	1	14	0	2	4	3	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515086	Kraskovo	1	114	40	74	11	29	111	25	89	10	0	1	11	1	2	0	0	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	1	838	225	613	68	157	824	154	684	26	8	46	21	2	18	12	21	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	2	859	174	685	63	111	841	121	738	19	6	26	32	1	15	10	12	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	3	833	169	664	70	99	831	104	729	25	4	20	28	3	15	7	2	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	4	938	269	669	87	182	929	148	790	24	7	40	35	1	16	11	14	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	5	996	259	737	85	174	982	154	842	30	2	40	33	0	22	7	20	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516988	Kremnické Bane	1	210	38	179	16	22	217	33	184	4	3	6	6	3	6	1	4	0
Banskobystrickı kraj	606	Zvolen	604	Detva	518549	Kriváò	1	778	218	560	108	110	778	119	659	30	5	8	47	2	14	9	4	0
Banskobystrickı kraj	606	Zvolen	604	Detva	518549	Kriváò	2	631	154	477	82	72	621	95	536	23	2	21	31	0	13	4	1	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511501	Krná	1	50	25	32	14	11	57	24	33	5	0	1	15	0	0	2	1	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515094	Krokava	1	24	11	16	4	7	27	16	11	7	0	0	7	1	0	0	1	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	1	1186	254	932	83	171	1176	137	1049	37	11	21	33	2	15	8	10	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	2	1044	240	817	107	133	1057	122	935	25	8	15	49	1	13	5	6	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	3	862	230	632	109	121	838	98	764	22	4	8	31	0	14	12	7	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	4	1241	329	912	121	208	1222	119	1122	32	3	10	37	1	16	10	10	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	5	1097	283	827	79	204	1110	107	1003	37	1	13	14	0	16	7	19	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	6	900	231	669	77	154	897	108	792	42	3	16	26	0	11	6	4	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515108	Kruno	1	297	60	238	28	32	298	24	274	5	1	3	15	0	0	0	0	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516996	Kunešov	1	193	33	163	13	20	196	22	174	11	0	3	4	0	1	0	3	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515116	Kyjatice	1	57	16	42	9	7	58	20	38	5	0	3	8	0	1	2	1	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557277	Kynce¾ová	1	316	113	203	40	73	316	60	256	14	3	1	19	2	0	14	7	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518565	Lackov	1	86	26	60	11	15	86	20	66	6	1	2	8	0	0	2	1	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	599328	Ladomerská Vieska	1	657	177	481	77	100	658	114	544	23	10	3	60	0	9	2	7	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518573	Ladzany	1	247	88	160	56	32	248	61	187	10	4	1	32	0	10	1	3	0
Banskobystrickı kraj	606	Zvolen	604	Detva	511510	Látky	1	57	8	50	4	4	58	12	46	4	0	3	2	0	0	2	1	0
Banskobystrickı kraj	606	Zvolen	604	Detva	511510	Látky	2	409	103	306	54	49	397	63	346	13	1	5	34	1	1	7	1	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515124	Lehota nad Rimavicou	1	239	90	149	33	57	233	46	193	18	1	1	24	0	0	1	1	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511528	Lehôtka	1	282	79	203	29	50	276	27	255	6	3	0	17	0	0	1	0	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517011	Lehôtka pod Brehmi	1	327	94	239	32	62	333	55	278	22	1	0	18	4	7	2	1	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515132	Lenartovce	1	411	71	340	43	28	404	67	344	6	7	1	5	25	0	0	0	23
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515141	Lenka	1	161	55	106	27	28	159	34	127	2	0	0	4	1	0	0	16	11
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511536	Lentvora	1	50	21	41	20	1	62	22	40	9	5	1	6	0	0	0	1	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516155	Lesenice	1	451	64	387	38	26	436	60	391	9	6	2	15	11	2	1	5	9
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518581	Leš (vojenskı obvod)	1	66	9	57	4	5	66	6	60	2	0	0	3	0	0	1	0	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515574	Leváre	1	83	37	46	22	15	83	39	44	2	0	2	0	1	0	0	0	34
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515159	Levkuška	1	182	15	167	9	6	179	45	137	4	0	1	3	6	0	0	0	31
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525901	Licince	1	488	51	441	22	29	492	31	461	14	0	2	1	2	1	3	0	8
Banskobystrickı kraj	606	Zvolen	611	Zvolen	558133	Lieskovec	1	1179	349	830	212	137	1168	169	1010	20	14	8	87	0	24	4	12	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511544	Lipovany	1	210	55	156	24	31	211	25	186	4	6	3	10	0	1	0	1	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515167	Lipovec	1	49	8	42	6	2	50	14	36	6	2	0	1	5	0	0	0	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518603	Lišov	1	188	78	110	48	30	188	43	145	8	2	2	24	0	0	3	4	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518611	Litava	1	571	170	408	100	70	578	62	516	16	0	6	27	0	6	5	2	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508730	Lom nad Rimavicou	1	233	72	161	32	40	228	38	195	12	3	3	13	0	1	1	5	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517020	Lovèa	1	589	177	412	87	90	585	107	482	32	5	14	42	0	8	2	4	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517038	Lovèica - Trubín	1	694	170	544	59	111	714	94	620	27	3	27	14	2	15	3	3	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517038	Lovèica - Trubín	2	582	137	445	54	83	560	71	511	14	9	14	24	0	7	0	3	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511552	Lovinobaòa	1	1483	334	1149	104	230	1465	101	1382	39	5	7	35	1	11	2	1	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511552	Lovinobaòa	2	173	39	136	19	20	175	21	154	5	2	0	11	0	2	1	0	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525928	Lubeník	1	1057	261	796	135	126	1031	74	983	23	2	0	42	0	3	0	3	1
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508748	¼ubietová	1	929	259	670	72	187	927	94	835	31	7	5	23	0	14	7	7	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511561	¼uboreè	1	271	65	209	27	38	274	35	239	14	2	2	13	0	0	1	3	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516163	¼uborieèka	1	114	32	84	16	16	116	24	92	10	1	5	4	0	0	1	3	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508756	Luèatín	1	547	182	367	50	132	549	62	487	12	7	3	14	0	14	6	6	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	1	1463	283	1180	96	187	1449	118	1345	25	13	5	28	3	9	4	13	18
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	2	1200	232	968	69	163	1185	105	1095	28	7	11	20	15	3	2	9	10
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	3	875	186	689	103	83	871	143	732	28	7	5	54	12	11	7	7	12
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	4	1182	243	939	99	144	1174	143	1039	40	5	2	33	9	17	12	9	16
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	5	968	169	799	61	108	936	81	887	13	9	7	22	8	6	6	6	4
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	6	650	125	525	57	68	636	57	593	12	8	1	17	7	3	3	4	2
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	7	501	90	411	22	68	477	41	460	5	4	1	12	4	6	3	3	3
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	8	810	151	659	64	87	797	96	714	29	3	6	18	13	5	2	0	20
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	9	818	168	650	76	92	795	90	728	23	4	4	30	7	8	4	4	6
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	10	1281	191	1107	109	82	1298	131	1167	20	8	1	48	17	9	8	9	11
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	11	759	177	582	86	91	741	108	651	15	6	5	35	14	5	4	15	9
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	12	726	159	567	61	98	715	102	624	16	8	5	24	14	9	7	5	14
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	13	964	226	738	101	125	936	124	840	29	7	9	42	12	2	5	13	5
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	14	648	161	487	88	73	635	87	561	15	5	1	27	11	6	4	10	8
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	15	933	167	766	72	95	913	117	816	23	6	2	36	9	8	5	7	21
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	16	832	119	713	47	72	811	54	778	14	4	1	16	2	4	6	2	5
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	17	863	165	698	61	104	839	92	771	25	4	1	26	9	3	3	14	7
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	18	888	148	740	73	75	874	88	800	16	9	5	30	5	9	3	8	3
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	19	933	163	770	48	115	916	67	866	18	9	0	18	4	3	8	5	2
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	20	757	144	613	67	77	755	96	661	21	1	3	18	10	10	9	13	11
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	21	834	120	714	45	75	808	56	778	12	4	2	19	2	8	3	4	2
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	22	765	102	663	40	62	762	43	722	5	3	3	9	4	7	8	1	3
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	23	1054	230	824	116	114	1049	102	952	19	9	0	48	8	4	5	3	6
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	24	924	155	769	51	104	903	56	868	10	5	4	23	4	3	2	5	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	25	707	133	574	52	81	702	83	624	22	8	3	27	9	3	5	0	6
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	26	348	81	274	40	41	355	36	319	9	1	0	10	1	6	0	8	1
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517046	Lúèky	1	173	47	132	15	32	179	23	156	6	1	8	4	0	1	1	2	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	558087	Lukavica	1	130	40	98	21	19	138	21	117	3	1	0	8	0	5	2	2	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515175	Lukovištia	1	156	36	120	18	18	153	17	139	10	0	0	4	0	1	1	1	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511579	Lupoè	1	189	58	133	31	27	191	33	158	13	4	1	14	0	0	1	0	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	599336	Lutila	1	1118	269	849	81	188	1115	118	1000	34	2	15	29	2	12	11	13	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525944	Magnezitovce	1	266	82	192	26	56	274	33	241	14	0	0	18	0	1	0	0	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525944	Magnezitovce	2	81	18	64	6	12	82	12	70	5	1	0	6	0	0	0	0	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516171	Malá Èalomija	1	190	49	141	29	20	177	32	158	9	2	2	15	3	0	0	1	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517062	Malá Lehota	1	761	117	654	69	48	771	75	696	24	4	9	31	0	4	0	3	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	580244	Malachov	1	899	260	643	115	145	903	116	787	26	7	11	28	1	34	1	8	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	558206	Malé Straciny	1	106	26	80	12	14	104	21	85	4	0	2	10	1	0	2	2	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516198	Malé Zlievce	1	224	67	157	37	30	221	45	179	15	2	2	15	3	1	1	5	1
Banskobystrickı kraj	603	Luèenec	607	Poltár	511595	Málinec	1	539	139	400	72	67	530	75	464	31	1	3	34	0	3	3	0	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511595	Málinec	2	612	119	494	36	83	613	50	563	16	1	2	24	0	1	2	4	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	558192	Malı Krtíš	1	426	82	344	34	48	425	53	373	18	0	6	15	1	2	1	9	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515183	Martinová	1	150	14	139	12	2	153	17	136	3	0	0	0	4	7	1	0	2
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511609	Mašková	1	260	54	206	22	32	253	25	235	10	3	1	9	0	0	1	1	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518646	Medovarce	1	176	61	115	44	17	176	34	142	10	3	2	16	0	0	1	2	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508764	Medzibrod	1	1121	378	743	116	262	1119	143	978	67	3	19	25	0	12	7	10	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518654	Michalková	1	35	12	25	5	7	37	15	22	4	0	1	4	0	1	2	3	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508772	Michalová	1	598	178	919	40	138	1097	115	982	34	15	20	33	0	4	3	6	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	580309	Mikušovce	1	229	65	164	39	26	229	35	194	8	3	2	7	5	5	2	0	3
Banskobystrickı kraj	603	Luèenec	607	Poltár	511617	Mládzovo	1	93	39	62	29	10	101	52	49	4	1	4	39	0	1	1	2	0
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517071	Moèiar	1	135	45	95	20	25	140	31	109	8	2	3	16	1	1	0	0	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516210	Modrı Kameò	1	1286	255	1031	124	131	1284	136	1150	48	4	5	57	0	3	8	11	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	580384	Mokrá Lúka	1	434	170	264	85	85	432	81	353	14	4	5	46	0	4	2	6	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508781	Môlèa	1	300	66	237	27	39	303	29	274	7	4	0	8	0	0	3	7	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508799	Moštenica	1	177	75	114	38	37	189	29	160	11	2	1	15	0	0	0	0	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508802	Motyèky	1	86	41	46	19	22	87	15	72	3	2	2	5	0	0	1	2	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511625	Muèín	1	562	68	497	34	34	565	31	534	4	4	1	7	7	4	1	0	3
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516228	Mu¾a	1	239	45	194	32	13	229	36	203	6	5	2	3	7	0	2	3	8
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525987	Muráò	1	957	273	684	98	175	942	80	877	33	3	9	28	0	2	1	4	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525995	Muránska Dlhá Lúka	1	647	246	401	99	147	629	77	570	26	1	1	22	0	10	0	17	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526002	Muránska Huta	1	92	33	63	9	24	96	23	73	11	0	3	4	0	4	0	0	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526002	Muránska Huta	2	71	20	51	3	17	66	21	50	8	1	0	7	0	0	0	5	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526011	Muránska Lehota	1	166	41	133	20	21	174	24	150	5	1	1	15	0	0	1	1	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526029	Muránska Zdychava	1	197	50	150	21	29	200	26	174	7	0	4	14	0	0	0	1	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511641	Mıtna	1	957	204	766	65	139	970	68	902	35	2	2	17	2	2	4	3	1
Banskobystrickı kraj	602	Brezno	603	Brezno	508811	Mıto pod Ïumbierom	1	436	147	289	55	92	428	70	366	13	1	15	22	4	7	1	7	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526037	Nandra	1	176	76	112	40	36	188	46	142	23	2	0	21	0	0	0	0	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557285	Nemce	1	987	294	693	99	195	977	109	878	32	4	9	31	0	9	15	9	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508829	Nemecká	1	769	185	591	75	110	776	77	699	23	1	3	27	0	14	3	6	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508829	Nemecká	2	717	206	513	65	141	719	86	633	19	4	4	46	0	9	0	4	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516236	Nenince	1	1160	195	965	130	65	1122	159	1001	16	2	4	7	38	0	1	3	88
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515205	Neporadza	1	176	74	104	71	3	178	25	153	4	3	0	1	11	0	1	1	4
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517089	Nevo¾né	1	343	81	262	45	36	340	70	273	4	4	25	31	0	2	2	2	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511668	Nitra nad Ip¾om	1	245	18	229	6	12	247	94	153	5	1	0	0	2	85	0	0	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557790	Ninı Skálnik	1	161	49	112	19	30	159	24	137	11	2	1	6	0	1	1	2	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	1	1207	194	1013	95	99	1186	163	1044	32	9	30	39	3	26	7	17	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	2	1523	308	1215	105	203	1493	192	1331	35	14	45	40	0	39	9	10	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	3	1576	272	1532	96	176	1804	245	1559	44	25	67	36	0	42	12	19	0
