namekraj	idobvod	nameobvod	idokres	nameokres	idobec	nameobec	idokrsek	vuc2_13_votersreg	vuc2_13_votersvalid	vuc2_13_nevolici	vuc2_13_manka	vuc2_13_kotleba	nr_13_votersreg	nr_13_votersvalid	nr_13_nevolici	nr_13_other	nr_13_kdh	nr_13_sns	nr_13_ol	nr_13_sas	nr_13_smer	nr_13_most	nr_13_sdku	nr_13_smk
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516848	Ihráè	1	463	62	407	26	36	469	294	175	19	53	26	22	5	160	1	8	0
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	516856	Ilija	1	271	74	197	32	42	271	191	80	16	31	8	8	10	109	5	4	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516074	Ipe¾ské Predmostie	1	536	96	440	85	11	512	278	258	13	1	2	0	1	22	83	2	154
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514985	Ivanice	1	181	62	120	25	37	182	99	83	9	2	2	0	0	4	20	0	62
Banskobystrickı kraj	606	Zvolen	605	Krupina	518484	Jalšovík	1	164	54	110	26	28	161	111	53	13	20	7	10	1	52	0	8	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514993	Janice	1	138	51	90	44	7	141	121	20	7	8	2	5	0	0	2	0	97
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516872	Janova Lehota	1	776	301	475	164	137	770	458	318	52	28	19	46	11	288	5	9	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508691	Jarabá	1	35	16	28	5	11	44	32	12	2	4	6	0	1	17	0	2	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508705	Jasenie	1	956	196	760	78	118	954	564	392	60	45	26	36	29	354	2	12	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516881	Jastrabá	1	473	73	400	24	49	457	265	208	28	36	28	23	4	129	1	16	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525791	Jelšava	1	1131	215	916	99	116	1095	362	769	88	10	8	9	9	225	3	8	2
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525791	Jelšava	2	1153	285	868	50	235	1146	448	705	116	4	19	17	6	250	16	18	2
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511463	Jelšovec	1	226	67	166	57	10	233	84	149	8	3	1	5	3	46	16	1	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515001	Jesenské	1	872	112	763	59	53	875	303	572	33	9	3	9	7	82	83	4	73
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515001	Jesenské	2	915	126	789	35	91	913	417	498	48	10	17	8	12	95	126	10	91
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515019	Jestice	1	139	32	112	16	16	144	86	58	6	0	0	0	0	2	33	0	45
Banskobystrickı kraj	603	Luèenec	607	Poltár	511471	Kalinovo	1	948	239	709	135	104	942	541	407	52	14	51	46	14	333	7	24	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511471	Kalinovo	2	917	194	726	81	113	920	521	399	52	31	29	55	20	307	10	17	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511480	Kalonda	1	181	40	141	29	11	181	76	105	9	0	0	1	2	12	24	1	27
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515027	Kaloša	1	524	101	423	81	20	511	260	264	60	2	0	1	1	35	93	1	67
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525812	Kameòany	1	539	138	401	64	74	515	299	240	141	6	6	4	1	135	3	3	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516082	Kamenné Kosihy	1	293	71	222	39	32	288	188	105	13	10	1	9	2	22	73	10	48
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515035	Kesovce	1	160	38	122	35	3	152	128	32	0	10	0	0	0	0	105	0	13
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516091	Kiarov	1	264	67	197	56	11	258	158	106	11	9	4	0	2	23	71	15	23
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516902	K¾ak	1	191	65	135	31	34	200	138	62	27	10	6	6	6	75	1	7	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516104	Kleòany	1	248	45	203	41	4	247	114	134	6	2	0	0	0	2	38	0	66
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515043	Klenovec	1	801	231	590	75	156	821	435	386	56	9	19	17	12	301	2	19	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515043	Klenovec	2	800	198	604	78	120	802	439	363	49	7	39	12	3	309	6	14	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515043	Klenovec	3	870	231	648	111	120	879	456	423	41	7	39	10	10	319	1	29	0
Banskobystrickı kraj	606	Zvolen	604	Detva	518492	Klokoè	1	416	119	310	44	75	429	283	146	28	4	20	13	6	192	2	18	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515051	Kociha	1	165	34	137	15	19	171	103	68	10	2	6	4	10	71	0	0	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511498	Kokava nad Rimavicou	1	796	324	472	218	106	786	378	418	50	15	38	22	8	236	0	9	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511498	Kokava nad Rimavicou	2	801	298	503	148	150	793	389	412	65	13	31	17	7	241	4	11	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511498	Kokava nad Rimavicou	3	803	324	479	195	129	791	453	350	49	12	36	26	9	309	2	10	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516112	Koláre	1	243	35	208	17	18	228	138	105	7	0	3	6	0	16	23	4	79
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515060	Konrádovce	1	250	43	211	15	28	254	130	124	14	4	4	0	1	15	72	1	19
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516937	Kopernica	1	342	60	296	15	45	356	182	174	23	15	14	11	2	107	2	8	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508713	Kordíky	1	320	119	201	31	88	314	226	94	21	28	7	26	24	70	19	30	1
Banskobystrickı kraj	606	Zvolen	604	Detva	580520	Korytárky	1	789	184	605	89	95	770	480	309	46	53	27	46	11	284	1	12	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516121	Kosihovce	1	459	48	424	31	17	472	166	306	22	4	3	9	5	32	52	9	30
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516139	Kosihy nad Ip¾om	1	397	34	371	32	2	405	200	205	11	1	3	0	3	21	36	1	124
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516945	Kosorín	1	358	131	228	47	84	359	244	115	37	14	7	26	9	141	3	7	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511374	Kotmanová	1	265	64	204	26	38	268	169	99	24	1	9	5	20	108	1	1	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518506	Kováèová	1	1265	417	888	224	193	1305	896	409	108	105	42	106	53	405	23	53	1
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516147	Kováèovce	1	311	58	253	38	20	311	185	126	8	2	3	2	4	21	84	21	40
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	516953	Kozelník	1	153	46	109	16	30	155	101	54	4	8	7	1	2	79	0	0	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518514	Kozí Vrbovok	1	132	38	94	15	23	130	82	50	10	12	6	0	1	52	0	1	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516961	Krahule	1	156	47	197	28	19	244	186	58	23	17	9	12	20	71	6	28	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515078	Krá¾	1	745	143	602	82	61	722	370	375	19	3	5	4	3	77	144	4	111
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508721	Králiky	1	526	148	387	63	85	535	383	152	48	28	14	41	19	191	6	36	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518531	Krá¾ovce - Krnišov	1	152	44	124	24	20	168	112	56	19	3	12	1	7	65	1	4	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515086	Kraskovo	1	114	40	79	11	29	119	78	41	12	2	8	3	3	50	0	0	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	1	838	225	613	68	157	828	482	356	61	71	23	67	38	166	12	44	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	2	859	174	762	63	111	936	508	428	58	33	32	77	40	197	20	49	2
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	3	833	169	664	70	99	817	372	461	59	29	23	56	17	156	10	22	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	4	938	269	670	87	182	939	628	311	80	57	35	96	34	257	20	49	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	5	996	259	741	85	174	1000	633	367	99	48	41	84	36	277	9	39	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516988	Kremnické Bane	1	210	38	172	16	22	201	109	101	18	18	10	6	2	44	2	9	0
Banskobystrickı kraj	606	Zvolen	604	Detva	518549	Kriváò	1	778	218	560	108	110	778	523	255	44	49	33	67	18	288	5	19	0
Banskobystrickı kraj	606	Zvolen	604	Detva	518549	Kriváò	2	631	154	477	82	72	623	433	198	44	46	21	29	18	257	1	17	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511501	Krná	1	50	25	26	14	11	51	34	17	3	1	1	4	0	22	1	2	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515094	Krokava	1	24	11	18	4	7	29	18	11	5	0	2	0	0	10	0	1	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	1	1186	254	932	83	171	1154	637	549	78	62	45	77	35	305	1	34	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	2	1044	240	814	107	133	1054	594	460	41	71	32	58	26	335	8	22	1
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	3	862	230	639	109	121	869	489	380	49	31	21	49	24	283	9	23	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	4	1241	329	912	121	208	1184	705	536	69	64	43	96	50	338	10	35	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	5	1097	283	814	79	204	1069	570	527	57	41	52	82	30	290	5	13	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	6	900	231	680	77	154	911	506	405	52	35	28	58	26	269	4	34	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515108	Kruno	1	297	60	237	28	32	293	169	128	14	12	13	16	8	102	4	0	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516996	Kunešov	1	193	33	173	13	20	206	108	98	18	6	6	6	1	62	6	3	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515116	Kyjatice	1	57	16	52	9	7	68	35	33	5	0	2	0	0	27	1	0	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557277	Kynce¾ová	1	316	113	214	40	73	327	212	115	24	12	8	13	25	104	8	18	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518565	Lackov	1	86	26	61	11	15	87	53	34	3	7	1	3	0	35	0	4	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	599328	Ladomerská Vieska	1	657	177	481	77	100	658	407	251	53	36	35	43	16	203	5	16	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518573	Ladzany	1	247	88	171	56	32	259	172	87	16	5	21	13	1	114	0	2	0
Banskobystrickı kraj	606	Zvolen	604	Detva	511510	Látky	1	57	8	57	4	4	65	38	27	1	4	2	4	1	21	2	3	0
Banskobystrickı kraj	606	Zvolen	604	Detva	511510	Látky	2	409	103	330	54	49	433	303	130	30	17	24	21	12	190	3	6	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515124	Lehota nad Rimavicou	1	239	90	149	33	57	234	146	93	18	7	14	12	5	79	1	10	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511528	Lehôtka	1	282	79	203	29	50	279	141	141	17	2	9	5	6	90	6	6	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517011	Lehôtka pod Brehmi	1	327	94	234	32	62	328	218	110	24	10	8	15	2	149	3	7	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515132	Lenartovce	1	411	71	340	43	28	399	203	208	2	0	1	0	1	6	55	1	137
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515141	Lenka	1	161	55	106	27	28	159	112	49	3	2	0	1	0	26	27	27	26
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511536	Lentvora	1	50	21	36	20	1	57	23	34	3	0	2	2	1	14	0	1	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516155	Lesenice	1	451	64	387	38	26	444	262	189	23	7	4	13	12	99	58	23	23
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518581	Leš (vojenskı obvod)	1	66	9	57	4	5	32	21	45	6	1	0	0	0	14	0	0	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515574	Leváre	1	83	37	48	22	15	85	58	27	1	3	0	0	2	1	2	4	45
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515159	Levkuška	1	182	15	170	9	6	185	107	78	19	1	1	0	0	9	29	2	46
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525901	Licince	1	488	51	437	22	29	483	287	201	169	7	1	2	6	10	49	3	40
Banskobystrickı kraj	606	Zvolen	611	Zvolen	558133	Lieskovec	1	1179	349	830	212	137	1122	738	441	105	27	35	114	49	362	7	39	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511544	Lipovany	1	210	55	161	24	31	216	132	84	12	4	6	2	3	98	1	6	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515167	Lipovec	1	49	8	41	6	2	49	20	29	6	1	2	1	1	4	4	0	1
Banskobystrickı kraj	606	Zvolen	605	Krupina	518603	Lišov	1	188	78	125	48	30	203	122	81	13	1	9	10	3	84	0	2	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518611	Litava	1	571	170	401	100	70	548	262	309	26	26	16	13	6	170	1	4	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508730	Lom nad Rimavicou	1	233	72	167	32	40	239	176	63	16	17	31	5	1	103	1	2	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517020	Lovèa	1	589	177	412	87	90	583	388	201	56	63	20	49	12	172	6	10	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517038	Lovèica - Trubín	1	694	170	524	59	111	686	445	249	51	47	25	51	22	234	1	14	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517038	Lovèica - Trubín	2	582	137	445	54	83	580	388	194	44	31	25	33	16	230	3	6	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511552	Lovinobaòa	1	1483	334	1149	104	230	1469	755	728	104	38	17	55	26	491	5	19	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511552	Lovinobaòa	2	173	39	143	19	20	182	102	80	16	4	0	10	11	57	1	3	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525928	Lubeník	1	1057	261	796	135	126	1019	468	589	68	11	28	15	9	305	10	22	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508748	¼ubietová	1	929	259	670	72	187	876	536	393	103	40	17	86	34	218	6	32	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511561	¼uboreè	1	271	65	206	27	38	266	105	166	31	6	10	5	2	47	3	1	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516163	¼uborieèka	1	114	32	82	16	16	108	69	45	9	11	2	4	1	38	0	4	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508756	Luèatín	1	547	182	365	50	132	540	327	220	59	33	12	33	24	132	7	27	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	1	1463	283	1180	96	187	1454	658	805	98	29	33	73	51	196	83	57	38
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	2	1200	232	968	69	163	1168	569	631	66	16	13	56	40	223	83	41	31
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	3	875	186	727	103	83	913	467	446	34	26	8	47	34	173	87	37	21
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	4	1182	243	939	99	144	1169	596	586	75	17	17	90	46	214	71	35	31
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	5	968	169	799	61	108	962	411	557	50	23	7	55	38	148	60	12	18
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	6	650	125	525	57	68	627	308	342	25	11	10	39	26	135	37	19	6
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	7	501	90	415	22	68	505	232	273	22	10	7	39	14	76	33	19	12
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	8	810	151	659	64	87	800	431	379	33	16	16	37	23	159	82	32	33
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	9	818	168	650	76	92	786	439	379	74	8	5	40	24	182	66	24	16
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	10	1281	191	1090	109	82	1187	472	809	52	17	12	57	33	173	73	32	23
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	11	759	177	583	86	91	760	431	329	53	20	9	42	19	183	59	32	14
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	12	726	159	568	61	98	727	375	352	46	25	7	36	24	144	42	25	26
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	13	964	226	738	101	125	945	486	478	49	20	14	38	29	206	84	33	13
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	14	648	161	487	88	73	641	373	275	40	15	10	42	17	161	43	26	19
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	15	933	167	779	72	95	946	498	448	35	20	9	60	17	200	91	34	32
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	16	832	119	728	47	72	847	307	540	37	8	17	36	11	148	26	15	9
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	17	863	165	698	61	104	834	397	466	56	12	12	49	18	154	46	30	20
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	18	888	148	753	73	75	901	419	482	46	19	14	47	11	202	44	27	9
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	19	933	163	770	48	115	922	394	539	38	14	15	49	19	175	45	27	12
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	20	757	144	613	67	77	753	410	347	41	13	18	46	24	142	68	41	17
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	21	834	120	714	45	75	820	368	466	43	6	24	47	22	159	35	28	4
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	22	765	102	663	40	62	763	286	479	32	7	3	41	29	103	52	15	4
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	23	1054	230	838	116	114	1068	473	595	51	15	27	59	27	205	49	27	13
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	24	924	155	769	51	104	894	431	493	56	11	24	48	26	191	46	24	5
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	25	707	133	590	52	81	723	363	360	35	23	17	43	20	143	58	14	10
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	26	348	81	267	40	41	347	201	147	20	13	11	27	10	72	32	15	1
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517046	Lúèky	1	173	47	136	15	32	183	93	90	16	10	11	7	3	40	3	3	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	558087	Lukavica	1	130	40	90	21	19	129	83	47	14	2	4	3	3	39	1	17	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515175	Lukovištia	1	156	36	127	18	18	163	104	59	10	8	8	6	7	62	2	0	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511579	Lupoè	1	189	58	131	31	27	188	96	93	21	5	9	2	6	50	1	2	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	599336	Lutila	1	1118	269	849	81	188	1089	725	393	88	44	54	79	48	326	12	74	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525944	Magnezitovce	1	266	82	185	26	56	267	134	133	17	1	10	6	3	95	0	2	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525944	Magnezitovce	2	81	18	68	6	12	86	50	36	9	2	3	0	1	35	0	0	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516171	Malá Èalomija	1	190	49	141	29	20	169	111	79	16	5	5	3	1	68	11	2	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517062	Malá Lehota	1	761	117	681	69	48	798	484	314	30	35	37	21	7	347	2	5	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	580244	Malachov	1	899	260	639	115	145	877	584	315	78	26	20	70	28	292	6	64	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	558206	Malé Straciny	1	106	26	80	12	14	102	59	47	6	8	5	1	1	27	5	6	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516198	Malé Zlievce	1	224	67	157	37	30	212	123	101	20	7	4	4	1	61	8	18	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511595	Málinec	1	539	139	400	72	67	518	323	216	42	6	14	24	16	213	2	6	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511595	Málinec	2	612	119	514	36	83	633	347	286	38	5	18	30	9	236	5	5	1
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	558192	Malı Krtíš	1	426	82	344	34	48	418	224	202	27	14	16	10	13	113	6	25	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515183	Martinová	1	150	14	140	12	2	154	69	85	6	1	3	0	1	4	19	0	35
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511609	Mašková	1	260	54	206	22	32	260	132	128	17	2	13	4	4	82	1	9	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518646	Medovarce	1	176	61	121	44	17	182	100	82	16	0	9	6	3	64	2	0	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508764	Medzibrod	1	1121	378	743	116	262	1101	748	373	96	74	93	79	27	328	17	34	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518654	Michalková	1	35	12	33	5	7	45	35	10	5	3	0	3	0	22	1	1	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508772	Michalová	1	598	178	420	40	138	577	356	242	56	29	26	30	7	197	3	8	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	580309	Mikušovce	1	229	65	164	39	26	228	149	80	18	7	3	8	1	47	22	6	37
Banskobystrickı kraj	603	Luèenec	607	Poltár	511617	Mládzovo	1	93	39	61	29	10	100	77	23	11	8	3	6	1	46	0	2	0
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517071	Moèiar	1	135	45	92	20	25	137	79	58	4	8	5	8	1	52	1	0	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516210	Modrı Kameò	1	1286	255	1031	124	131	1218	685	601	65	41	72	44	27	378	26	30	2
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	580384	Mokrá Lúka	1	434	170	264	85	85	430	295	139	48	4	11	27	21	165	7	12	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508781	Môlèa	1	300	66	234	27	39	299	134	166	21	1	5	10	8	75	2	12	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508799	Moštenica	1	177	75	112	38	37	187	117	70	19	10	11	5	0	65	2	5	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508802	Motyèky	1	86	41	72	19	22	113	83	30	6	9	7	3	4	46	1	7	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511625	Muèín	1	562	68	494	34	34	534	190	372	25	6	5	13	2	68	49	4	18
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516228	Mu¾a	1	239	45	194	32	13	219	106	133	15	3	6	0	0	24	16	8	34
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525987	Muráò	1	957	273	684	98	175	936	508	449	92	45	15	42	12	265	13	24	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525995	Muránska Dlhá Lúka	1	647	246	401	99	147	634	381	266	61	14	16	16	7	227	3	37	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526002	Muránska Huta	1	92	33	61	9	24	94	70	24	13	3	7	4	3	40	0	0	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526002	Muránska Huta	2	71	20	91	3	17	111	75	36	17	9	4	4	5	23	3	10	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526011	Muránska Lehota	1	166	41	137	20	21	178	108	70	17	8	9	3	1	62	4	4	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526029	Muránska Zdychava	1	197	50	156	21	29	206	115	91	26	8	5	4	3	69	0	0	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511641	Mıtna	1	957	204	768	65	139	972	579	393	94	21	47	40	7	349	1	20	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508811	Mıto pod Ïumbierom	1	436	147	390	55	92	537	371	166	29	48	13	46	43	137	16	38	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526037	Nandra	1	176	76	107	40	36	183	127	56	58	1	4	0	1	61	2	0	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557285	Nemce	1	987	294	693	99	195	972	608	379	75	41	26	67	39	295	10	54	1
Banskobystrickı kraj	602	Brezno	603	Brezno	508829	Nemecká	1	769	185	590	75	110	775	414	361	55	26	21	46	15	230	4	17	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508829	Nemecká	2	717	206	530	65	141	736	413	323	60	12	21	37	9	253	4	17	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516236	Nenince	1	1160	195	965	130	65	1126	706	454	35	19	5	11	5	97	163	14	357
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515205	Neporadza	1	176	74	103	71	3	177	108	69	3	1	1	2	0	2	12	2	85
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517089	Nevo¾né	1	343	81	262	45	36	342	251	92	25	69	15	10	12	111	0	9	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511668	Nitra nad Ip¾om	1	245	18	227	6	12	234	106	139	14	2	0	2	1	14	21	50	2
