namekraj	idobvod	nameobvod	idokres	nameokres	idobec	nameobec	idokrsek	vuc1_13_votersreg	vuc1_13_votersvalid	vuc1_13_nevolici	vuc1_13_other	vuc1_13_kotleba	vuc1_13_manka	vuc1_13_kanik	vuc2_09_votersreg	vuc2_09_votersvalid	vuc2_09_nevolici	vuc2_09_manka	vuc2_09_mikus
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	4	940	218	766	35	64	83	36	984	170	814	91	79
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	5	996	216	811	32	57	73	54	1 027	194	833	94	100
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516988	Kremnické Bane	1	211	34	177	6	3	18	7	200	32	179	11	21
Banskobystrickı kraj	606	Zvolen	604	Detva	518549	Kriváò	1	778	237	541	27	49	135	26	775	165	613	78	87
Banskobystrickı kraj	606	Zvolen	604	Detva	518549	Kriváò	2	631	189	442	33	30	113	13	615	138	493	75	63
Banskobystrickı kraj	603	Luèenec	607	Poltár	511501	Krná	1	50	22	28	4	3	15	0	47	18	32	15	3
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515094	Krokava	1	24	13	14	0	7	6	0	27	20	7	16	4
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	1	1190	301	889	51	99	106	45	1 094	181	1009	82	99
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	2	1042	301	800	47	62	144	48	1 101	240	861	134	106
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	3	863	248	638	34	58	123	33	886	167	719	93	74
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	4	1239	360	937	53	112	153	42	1 297	249	1048	111	138
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	5	1098	259	839	43	109	80	27	1 020	139	959	72	67
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	6	897	270	654	50	68	119	33	924	171	753	73	98
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515108	Kruno	1	297	44	253	3	13	27	1	291	41	256	38	3
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516996	Kunešov	1	193	16	189	2	3	10	1	205	20	185	12	8
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515116	Kyjatice	1	57	23	37	3	6	10	4	60	24	36	20	4
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557277	Kynce¾ová	1	317	90	230	7	28	38	17	320	96	224	40	56
Banskobystrickı kraj	606	Zvolen	605	Krupina	518565	Lackov	1	86	28	59	5	11	10	2	87	30	57	14	16
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	599328	Ladomerská Vieska	1	657	164	493	28	31	80	25	633	141	516	97	44
Banskobystrickı kraj	606	Zvolen	605	Krupina	518573	Ladzany	1	248	76	172	14	15	42	5	245	47	201	34	13
Banskobystrickı kraj	606	Zvolen	604	Detva	511510	Látky	1	57	10	53	1	0	9	0	63	8	55	5	3
Banskobystrickı kraj	606	Zvolen	604	Detva	511510	Látky	2	409	117	292	8	21	80	8	403	59	350	29	30
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515124	Lehota nad Rimavicou	1	239	67	190	7	21	30	9	257	59	198	40	19
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511528	Lehôtka	1	282	66	216	10	10	42	4	271	44	238	32	12
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517011	Lehôtka pod Brehmi	1	327	82	245	7	24	47	4	311	56	271	41	15
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515132	Lenartovce	1	412	132	280	46	6	46	34	394	22	390	14	8
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515141	Lenka	1	161	62	109	4	5	17	36	171	63	108	5	58
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511536	Lentvora	1	50	18	32	2	0	16	0	48	14	36	13	1
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516155	Lesenice	1	451	107	351	12	18	32	45	458	117	341	32	85
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518581	Leš (vojenskı obvod)	1	66	13	53	2	4	6	1	39	10	56	3	7
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515574	Leváre	1	83	38	45	8	5	19	6	82	29	54	10	19
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515159	Levkuška	1	182	27	155	6	4	11	6	176	49	133	32	17
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525901	Licince	1	489	93	396	45	12	28	8	473	58	431	28	30
Banskobystrickı kraj	606	Zvolen	611	Zvolen	558133	Lieskovec	1	1180	301	879	31	45	204	21	1 169	320	860	208	112
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511544	Lipovany	1	210	76	140	8	9	53	6	216	51	165	33	18
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515167	Lipovec	1	50	8	42	1	0	3	4	50	20	30	18	2
Banskobystrickı kraj	606	Zvolen	605	Krupina	518603	Lišov	1	188	81	115	5	6	68	2	196	90	106	81	9
Banskobystrickı kraj	606	Zvolen	605	Krupina	518611	Litava	1	573	209	364	51	29	119	10	546	106	467	88	18
Banskobystrickı kraj	602	Brezno	603	Brezno	508730	Lom nad Rimavicou	1	233	68	176	7	11	41	9	244	53	191	37	16
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517020	Lovèa	1	589	169	423	31	14	108	16	592	140	452	83	57
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517038	Lovèica - Trubín	1	694	134	560	35	26	55	18	680	86	608	51	35
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517038	Lovèica - Trubín	2	582	122	460	25	14	71	12	565	74	508	45	29
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511552	Lovinobaòa	1	1483	325	1158	26	96	171	32	1 481	172	1311	123	49
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511552	Lovinobaòa	2	173	49	138	8	12	24	5	187	32	155	29	3
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525928	Lubeník	1	1056	203	853	52	48	80	23	1 024	128	928	90	38
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508748	¼ubietová	1	930	197	733	44	56	70	27	857	127	803	56	71
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511561	¼uboreè	1	269	55	216	14	10	21	10	271	39	232	29	10
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516163	¼uborieèka	1	114	30	84	3	1	15	11	112	27	87	20	7
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508756	Luèatín	1	549	132	417	17	40	44	31	536	112	437	43	69
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	1	1463	256	1207	35	51	99	71	1 039	83	1380	46	37
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	2	1201	203	1000	21	52	75	55	1 203	137	1066	54	83
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	3	875	209	778	27	20	121	41	987	163	824	90	73
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	4	1180	222	961	21	47	104	50	1 183	146	1037	69	77
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	5	970	144	831	19	31	68	26	975	91	884	43	48
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	6	649	134	515	19	21	56	38	627	74	575	33	41
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	7	501	90	411	10	25	29	26	484	71	430	27	44
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	8	808	140	712	12	25	70	33	852	128	724	59	69
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	9	818	178	674	25	22	100	31	852	123	729	76	47
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	10	1271	204	1067	21	30	112	41	1 046	145	1126	83	62
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	11	760	163	624	31	20	82	30	787	121	666	65	56
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	12	728	158	609	20	37	69	32	767	100	667	41	59
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	13	962	190	776	23	30	90	47	966	133	833	76	57
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	14	649	155	878	20	31	73	31	1 033	181	852	96	85
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	15	933	177	784	21	26	94	36	961	145	816	83	62
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	16	830	114	773	19	33	48	14	887	50	837	21	29
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	17	865	113	752	16	28	43	26	851	82	783	40	42
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	18	888	151	762	23	24	84	20	913	98	815	49	49
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	19	936	142	832	20	30	61	31	974	98	876	58	40
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	20	757	150	640	21	36	66	27	790	115	675	45	70
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	21	835	112	780	5	29	56	22	892	83	809	46	37
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	22	770	86	693	7	15	49	15	779	57	722	27	30
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	23	1054	187	877	24	35	109	19	1 064	136	928	84	52
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	24	929	130	802	22	32	56	20	932	97	835	48	49
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	25	709	119	616	24	11	50	34	735	87	648	35	52
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	26	349	68	281	6	13	37	12	346	48	301	30	18
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517046	Lúèky	1	173	45	136	8	14	19	4	181	24	157	14	10
Banskobystrickı kraj	606	Zvolen	611	Zvolen	558087	Lukavica	1	130	36	94	4	4	22	6	119	32	98	20	12
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515175	Lukovištia	1	157	31	130	7	6	16	2	161	21	140	14	7
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511579	Lupoè	1	189	50	148	6	6	38	0	198	50	148	39	11
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	599336	Lutila	1	1118	228	890	31	52	107	38	1 094	184	934	79	105
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525944	Magnezitovce	1	265	48	223	9	7	31	1	271	46	225	38	8
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525944	Magnezitovce	2	81	17	69	6	4	6	1	86	25	61	17	8
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516171	Malá Èalomija	1	189	38	156	8	4	18	8	194	63	131	43	20
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517062	Malá Lehota	1	761	99	679	22	9	65	3	778	90	688	73	17
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	580244	Malachov	1	899	205	694	22	35	101	47	845	167	732	57	110
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	558206	Malé Straciny	1	106	27	79	4	2	21	0	101	29	77	5	24
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516198	Malé Zlievce	1	224	63	161	3	11	35	14	217	83	141	27	56
Banskobystrickı kraj	603	Luèenec	607	Poltár	511595	Málinec	1	539	196	343	24	40	114	18	525	90	449	65	25
Banskobystrickı kraj	603	Luèenec	607	Poltár	511595	Málinec	2	609	178	458	37	52	84	5	636	77	559	62	15
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	558192	Malı Krtíš	1	426	73	353	23	17	16	17	398	60	366	22	38
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515183	Martinová	1	150	41	125	10	0	29	2	166	7	159	6	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511609	Mašková	1	257	65	192	7	18	34	6	247	44	213	30	14
Banskobystrickı kraj	606	Zvolen	605	Krupina	518646	Medovarce	1	176	56	133	22	11	22	1	189	39	150	24	15
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508764	Medzibrod	1	1121	386	735	92	97	163	34	1 093	219	902	122	97
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518654	Michalková	1	35	13	23	1	3	6	3	36	14	22	11	3
Banskobystrickı kraj	602	Brezno	603	Brezno	508772	Michalová	1	598	110	488	4	34	56	16	571	69	529	38	31
Banskobystrickı kraj	603	Luèenec	606	Luèenec	580309	Mikušovce	1	229	63	166	9	10	38	6	224	33	196	8	25
Banskobystrickı kraj	603	Luèenec	607	Poltár	511617	Mládzovo	1	93	55	38	7	5	34	9	92	33	60	25	8
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517071	Moèiar	1	134	40	101	18	5	13	4	141	52	89	45	7
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516210	Modrı Kameò	1	1282	217	1065	26	46	116	29	1 236	212	1070	121	91
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	580384	Mokrá Lúka	1	435	180	255	7	43	116	14	434	103	332	78	25
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508781	Môlèa	1	301	38	263	3	10	16	9	287	52	249	31	21
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508799	Moštenica	1	177	51	126	2	6	38	5	172	52	125	30	22
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508802	Motyèky	1	86	29	65	3	11	15	0	94	34	60	26	8
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511625	Muèín	1	562	77	485	16	11	32	18	538	48	514	22	26
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516228	Mu¾a	1	239	36	203	18	1	12	5	226	44	195	15	29
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525987	Muráò	1	959	170	802	16	58	77	19	972	136	836	60	76
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525995	Muránska Dlhá Lúka	1	646	223	423	34	92	73	24	619	80	566	41	39
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526002	Muránska Huta	1	93	22	71	11	1	10	0	90	44	49	36	8
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526002	Muránska Huta	2	71	14	58	5	2	3	4	72	5	67	0	5
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526011	Muránska Lehota	1	167	32	142	6	5	20	1	174	18	156	13	5
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526029	Muránska Zdychava	1	196	46	173	6	12	27	1	219	66	153	48	18
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511641	Mıtna	1	957	211	768	25	35	118	33	979	160	819	131	29
Banskobystrickı kraj	602	Brezno	603	Brezno	508811	Mıto pod Ïumbierom	1	437	134	312	25	34	52	23	446	112	334	50	62
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526037	Nandra	1	176	87	89	24	20	42	1	174	37	139	28	9
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557285	Nemce	1	987	240	747	36	76	96	32	980	201	786	89	112
Banskobystrickı kraj	602	Brezno	603	Brezno	508829	Nemecká	1	770	283	497	56	92	113	22	780	104	676	40	64
Banskobystrickı kraj	602	Brezno	603	Brezno	508829	Nemecká	2	718	246	493	38	85	103	20	739	133	606	83	50
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516236	Nenince	1	1160	391	769	46	13	102	230	1 141	242	918	51	191
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515205	Neporadza	1	176	87	89	9	6	72	0	169	51	125	19	32
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517089	Nevo¾né	1	342	81	266	8	7	54	12	347	87	260	38	49
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511668	Nitra nad Ip¾om	1	244	77	167	7	1	4	65	220	44	200	8	36
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557790	Ninı Skálnik	1	161	49	112	3	19	25	2	152	36	125	18	18
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	1	1210	249	961	38	38	131	42	1 177	201	1009	80	121
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	2	1520	352	1168	64	60	162	66	1 518	228	1292	99	129
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	3	1576	329	1247	78	55	132	64	1 534	177	1399	64	113
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	4	1043	234	865	31	30	134	39	1 099	152	947	76	76
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	5	297	32	274	4	1	22	5	306	25	281	14	11
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	6	474	101	373	24	15	38	24	463	57	417	15	42
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515230	Nová Bašta	1	434	141	297	41	3	76	21	438	85	353	49	36
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516244	Nová Ves	1	318	91	227	8	12	68	3	310	112	206	101	11
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511676	Nové Hony	1	159	32	127	5	6	16	5	154	24	135	14	10
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516252	Obeckov	1	413	36	377	5	7	16	8	396	54	359	28	26
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	1	976	200	776	15	34	124	27	931	142	834	90	52
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	2	1015	238	791	19	43	161	15	1 029	211	818	151	60
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	3	154	59	104	3	14	42	0	163	41	122	27	14
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516261	Olováry	1	257	117	147	20	3	53	41	264	75	189	13	62
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516279	Opatovská Nová Ves	1	561	182	380	29	16	95	42	562	77	485	34	43
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516287	Opava	1	96	10	95	0	3	6	1	105	14	91	14	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508837	Oravce	1	145	25	120	4	5	16	0	142	28	117	19	9
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515248	Orávka	1	128	51	77	2	10	36	3	128	52	76	48	4
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	580546	Orovnica	1	473	89	384	21	25	37	6	455	48	425	39	9
Banskobystrickı kraj	602	Brezno	603	Brezno	508845	Osrblie	1	319	88	239	8	28	47	5	327	79	248	61	18
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518671	Ostrá Lúka	1	247	65	182	2	4	54	5	236	84	163	77	7
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517119	Ostrı Grúò	1	433	107	338	9	19	67	12	445	64	381	45	19
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515256	Otroèok	1	229	60	169	7	5	20	28	229	44	185	27	17
Banskobystrickı kraj	603	Luèenec	607	Poltár	511684	Ozdín	1	149	57	102	8	7	35	7	159	69	90	51	18
Banskobystrickı kraj	603	Luèenec	607	Poltár	511684	Ozdín	2	159	27	135	4	4	19	0	162	44	118	39	5
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515264	Oïany	1	1303	260	1043	36	80	115	29	1 260	99	1204	41	58
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515272	Padarovce	1	141	40	110	6	1	16	17	150	28	122	9	19
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511692	Panické Dravce	1	593	95	515	16	10	34	35	610	57	553	18	39
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515281	Pavlovce	1	260	93	167	18	3	9	63	239	33	227	5	28
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515299	Petrovce	1	205	51	154	11	1	26	13	205	32	173	8	24
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511706	Píla	1	218	41	177	9	11	20	1	213	46	172	42	4
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517127	Píla	1	103	15	90	3	5	7	0	105	16	89	12	4
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511714	Pinciná	1	195	47	149	14	4	14	15	196	29	167	3	26
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517135	Pitelová	1	566	91	475	15	23	51	2	552	75	491	51	24
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511722	Pleš	1	176	38	142	10	5	19	4	180	30	150	16	14
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	1	864	137	727	18	33	71	15	863	139	725	92	47
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	2	806	126	699	20	15	81	10	825	113	712	92	21
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	3	155	12	143	2	0	7	3	147	13	142	3	10
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515302	Ploské	1	63	9	54	1	2	5	1	60	14	49	6	8
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517160	Poèúvadlo	1	74	26	57	9	3	6	8	83	17	66	5	12
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	1	672	173	499	18	38	95	22	657	119	553	59	60
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	2	1189	209	980	22	40	116	31	1 189	201	988	130	71
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	3	192	33	159	5	14	8	6	190	25	167	15	10
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	4	1258	192	1105	18	114	46	14	1 297	108	1189	68	40
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517143	Podhorie	1	295	103	199	19	23	30	31	302	126	176	83	43
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508861	Podkonice	1	746	149	597	18	56	50	25	728	126	620	35	91
Banskobystrickı kraj	606	Zvolen	604	Detva	511731	Podkriváò	1	354	83	282	15	11	50	7	365	84	281	55	29
Banskobystrickı kraj	606	Zvolen	604	Detva	511731	Podkriváò	2	124	25	114	5	10	8	2	139	15	124	10	5
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511749	Podreèany	1	482	72	410	13	22	34	3	475	57	425	42	15
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518697	Podzámèok	1	374	119	255	13	12	74	20	327	114	260	60	54
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	1	901	157	748	16	86	49	6	905	166	739	91	75
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	2	819	93	777	8	34	43	8	870	78	792	47	31
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	3	178	43	146	5	17	17	4	189	38	151	25	13
Banskobystrickı kraj	602	Brezno	603	Brezno	508888	Pohronská Polhora	1	648	86	562	13	33	30	10	644	84	564	41	43
Banskobystrickı kraj	602	Brezno	603	Brezno	508888	Pohronská Polhora	2	711	108	603	11	44	40	13	698	77	634	39	38
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508896	Pohronskı Bukovec	1	86	36	51	7	4	25	0	87	39	48	32	7
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511757	Polichno	1	106	20	90	0	1	17	2	110	29	81	22	7
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515311	Polina	1	98	26	86	3	2	14	7	112	43	69	21	22
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	1	903	140	763	11	56	60	13	870	213	690	101	112
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	2	701	110	606	7	29	55	19	716	181	535	51	130
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	3	862	134	756	4	67	50	13	890	204	686	78	126
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	1	814	315	508	34	87	174	20	823	187	636	136	51
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	2	955	244	711	39	70	125	10	949	114	841	83	31
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	3	820	265	572	28	112	102	23	837	124	713	92	32
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	4	858	248	636	18	82	140	8	884	148	736	128	20
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	5	955	253	702	63	51	129	10	923	109	846	84	25
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	6	171	78	93	8	35	29	6	169	51	120	43	8
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	7	124	58	72	5	17	27	9	130	34	96	19	15
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	1	773	155	632	14	53	63	25	787	115	672	60	55
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	2	229	46	187	12	14	18	2	233	29	204	19	10
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	3	279	67	212	9	33	13	12	265	65	214	17	48
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515337	Poproè	1	18	7	11	0	0	7	0	15	8	10	7	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515345	Potok	1	37	8	29	0	3	5	0	35	9	28	7	2
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516295	Pôtor	1	465	70	395	3	18	40	9	463	55	410	41	14
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516295	Pôtor	2	202	40	164	5	13	21	1	204	40	164	29	11
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508926	Povrazník	1	122	58	64	6	15	35	2	120	37	85	32	5
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511773	Praha	1	69	21	52	6	0	7	8	73	19	54	11	8
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516309	Pravica	1	85	5	80	1	2	1	1	84	10	75	7	3
Banskobystrickı kraj	602	Brezno	603	Brezno	508934	Predajná	1	1112	189	935	15	50	103	21	1 124	176	948	123	53
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517178	Prenèov	1	540	133	407	21	12	81	19	473	87	453	68	19
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517186	Prestavlky	1	539	217	340	38	42	131	6	557	207	350	156	51
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516317	Príbelce	1	472	92	380	15	15	51	11	462	74	398	43	31
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508942	Priechod	1	787	183	604	19	68	51	45	770	162	625	31	131
