namekraj	idobvod	nameobvod	idokres	nameokres	idobec	nameobec	idokrsek	vuc2_13_votersreg	vuc2_13_votersvalid	vuc2_13_nevolici	vuc2_13_manka	vuc2_13_kotleba	pr1_14_votersreg	pr1_14_votersvalid	pr1_14_nevolici	pr1_14_other	pr1_14_bardos	pr1_14_fico	pr1_14_kiska	pr1_14_knazko	pr1_14_prochazka
Banskobystrickı kraj	603	Luèenec	607	Poltár	511498	Kokava nad Rimavicou	1	796	324	472	218	106	780	242	554	36	1	120	39	20	26
Banskobystrickı kraj	603	Luèenec	607	Poltár	511498	Kokava nad Rimavicou	2	801	298	503	148	150	798	341	460	46	2	144	87	27	35
Banskobystrickı kraj	603	Luèenec	607	Poltár	511498	Kokava nad Rimavicou	3	803	324	479	195	129	792	339	464	39	1	153	65	44	37
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516112	Koláre	1	243	35	208	17	18	211	97	146	0	57	7	22	9	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515060	Konrádovce	1	250	43	207	15	28	245	67	183	13	27	5	15	4	3
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516937	Kopernica	1	342	60	292	15	45	352	108	244	22	0	38	27	4	17
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508713	Kordíky	1	320	119	206	31	88	325	205	120	17	0	39	62	43	44
Banskobystrickı kraj	606	Zvolen	604	Detva	580520	Korytárky	1	789	184	616	89	95	800	354	446	27	0	140	48	25	114
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516121	Kosihovce	1	459	48	411	31	17	458	154	305	9	24	30	39	23	29
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516139	Kosihy nad Ip¾om	1	397	34	363	32	2	392	155	242	8	109	7	25	5	1
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516945	Kosorín	1	358	131	229	47	84	360	156	204	15	1	70	41	6	23
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511374	Kotmanová	1	265	64	205	26	38	269	101	168	6	0	58	14	8	15
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518506	Kováèová	1	1265	417	882	224	193	1299	734	565	78	2	195	161	102	196
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516147	Kováèovce	1	311	58	253	38	20	295	101	210	10	39	10	31	8	3
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	516953	Kozelník	1	153	46	107	16	30	152	58	95	7	0	37	7	1	6
Banskobystrickı kraj	606	Zvolen	605	Krupina	518514	Kozí Vrbovok	1	132	38	94	15	23	132	61	71	11	0	16	18	6	10
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516961	Krahule	1	156	47	116	28	19	163	108	55	8	0	25	20	18	37
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515078	Krá¾	1	745	143	602	82	61	736	216	529	22	114	42	16	4	18
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508721	Králiky	1	526	148	393	63	85	541	296	245	21	0	90	91	34	60
Banskobystrickı kraj	606	Zvolen	605	Krupina	518531	Krá¾ovce - Krnišov	1	152	44	109	24	20	153	87	66	11	0	41	12	12	11
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515086	Kraskovo	1	114	40	74	11	29	110	48	66	10	2	26	6	0	4
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	1	838	225	613	68	157	835	425	413	28	0	90	97	57	153
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	2	859	174	685	63	111	843	335	524	20	0	89	73	57	96
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	3	833	169	664	70	99	830	295	538	26	0	80	63	43	83
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	4	938	269	669	87	182	917	458	480	40	1	101	111	58	147
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	5	996	259	737	85	174	968	496	500	32	2	149	122	61	130
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516988	Kremnické Bane	1	210	38	181	16	22	219	96	123	5	0	23	22	18	28
Banskobystrickı kraj	606	Zvolen	604	Detva	518549	Kriváò	1	778	218	565	108	110	783	360	423	52	0	109	65	32	102
Banskobystrickı kraj	606	Zvolen	604	Detva	518549	Kriváò	2	631	154	477	82	72	621	294	337	43	0	107	57	24	63
Banskobystrickı kraj	603	Luèenec	607	Poltár	511501	Krná	1	50	25	32	14	11	57	31	26	6	0	14	6	3	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515094	Krokava	1	24	11	15	4	7	26	16	10	3	0	9	2	2	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	1	1186	254	932	83	171	1186	445	741	57	0	118	83	47	140
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	2	1044	240	804	107	133	1040	436	608	52	0	155	72	52	105
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	3	862	230	632	109	121	830	362	500	26	0	126	71	41	98
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	4	1241	329	912	121	208	1224	476	765	52	0	124	114	60	126
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	5	1097	283	823	79	204	1106	388	718	60	1	94	78	34	121
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	6	900	231	669	77	154	884	364	536	50	1	105	69	57	82
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515108	Kruno	1	297	60	239	28	32	299	137	162	31	0	46	26	13	21
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516996	Kunešov	1	193	33	167	13	20	200	61	139	6	0	18	8	6	23
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515116	Kyjatice	1	57	16	41	9	7	56	26	31	8	0	13	1	3	1
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557277	Kynce¾ová	1	316	113	203	40	73	315	170	146	16	0	57	22	30	45
Banskobystrickı kraj	606	Zvolen	605	Krupina	518565	Lackov	1	86	26	63	11	15	89	44	45	5	0	21	6	2	10
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	599328	Ladomerská Vieska	1	657	177	480	77	100	654	312	345	17	0	108	65	35	87
Banskobystrickı kraj	606	Zvolen	605	Krupina	518573	Ladzany	1	247	88	162	56	32	250	118	132	13	0	64	11	11	19
Banskobystrickı kraj	606	Zvolen	604	Detva	511510	Látky	1	57	8	49	4	4	57	27	30	1	0	6	9	4	7
Banskobystrickı kraj	606	Zvolen	604	Detva	511510	Látky	2	409	103	306	54	49	406	187	222	16	1	87	24	16	43
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515124	Lehota nad Rimavicou	1	239	90	149	33	57	234	107	132	9	1	50	19	10	18
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511528	Lehôtka	1	282	79	203	29	50	275	89	193	15	0	42	14	11	7
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517011	Lehôtka pod Brehmi	1	327	94	235	32	62	329	142	187	19	0	62	29	10	22
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515132	Lenartovce	1	411	71	340	43	28	407	140	271	4	120	6	9	0	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515141	Lenka	1	161	55	106	27	28	158	93	68	3	36	21	25	6	2
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511536	Lentvora	1	50	21	36	20	1	57	21	36	4	0	7	4	0	6
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516155	Lesenice	1	451	64	387	38	26	441	160	291	17	11	37	48	26	21
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518581	Leš (vojenskı obvod)	1	66	9	71	4	5	80	39	41	5	0	12	9	4	9
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515574	Leváre	1	83	37	49	22	15	86	56	30	1	45	1	3	0	6
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515159	Levkuška	1	182	15	167	9	6	180	58	124	3	46	4	4	0	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525901	Licince	1	488	51	439	22	29	490	106	384	10	27	33	23	1	12
Banskobystrickı kraj	606	Zvolen	611	Zvolen	558133	Lieskovec	1	1179	349	830	212	137	1136	499	680	32	2	164	114	62	125
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511544	Lipovany	1	210	55	156	24	31	211	74	137	5	0	35	12	5	17
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515167	Lipovec	1	49	8	41	6	2	49	8	41	0	0	4	2	1	1
Banskobystrickı kraj	606	Zvolen	605	Krupina	518603	Lišov	1	188	78	117	48	30	195	101	94	1	0	49	32	11	8
Banskobystrickı kraj	606	Zvolen	605	Krupina	518611	Litava	1	571	170	405	100	70	575	190	385	22	0	69	41	9	49
Banskobystrickı kraj	602	Brezno	603	Brezno	508730	Lom nad Rimavicou	1	233	72	167	32	40	239	136	103	23	1	64	21	8	19
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517020	Lovèa	1	589	177	412	87	90	581	277	312	32	0	79	54	37	75
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517038	Lovèica - Trubín	1	694	170	524	59	111	689	294	400	40	0	71	83	28	72
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517038	Lovèica - Trubín	2	582	137	445	54	83	572	294	288	27	0	100	82	26	59
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511552	Lovinobaòa	1	1483	334	1149	104	230	1458	467	1016	39	0	200	95	51	82
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511552	Lovinobaòa	2	173	39	134	19	20	172	66	107	11	0	19	15	3	18
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525928	Lubeník	1	1057	261	796	135	126	1029	285	772	21	1	139	65	25	34
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508748	¼ubietová	1	929	259	670	72	187	912	438	491	46	0	101	129	79	83
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511561	¼uboreè	1	271	65	213	27	38	278	97	181	11	0	26	33	8	19
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516163	¼uborieèka	1	114	32	82	16	16	114	51	63	11	0	20	9	6	5
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508756	Luèatín	1	547	182	368	50	132	550	254	296	25	1	72	60	42	54
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	1	1463	283	1180	96	187	1436	517	946	36	36	76	168	115	86
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	2	1200	232	968	69	163	1182	426	774	31	25	103	103	70	94
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	3	875	186	695	103	83	881	376	505	27	20	108	79	82	60
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	4	1182	243	939	99	144	1161	424	758	29	26	84	103	82	100
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	5	968	169	799	61	108	954	325	643	26	15	67	90	52	75
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	6	650	125	525	57	68	632	224	426	9	8	67	54	38	48
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	7	501	90	411	22	68	477	180	321	12	12	28	56	38	34
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	8	810	151	659	64	87	782	345	465	16	36	65	122	47	59
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	9	818	168	650	76	92	790	331	487	30	21	91	83	64	42
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	10	1281	191	1090	109	82	1272	355	926	23	30	95	96	61	50
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	11	759	177	600	86	91	777	347	430	20	15	106	85	55	66
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	12	726	159	567	61	98	722	289	437	18	27	81	69	50	44
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	13	964	226	738	101	125	927	355	609	32	19	110	72	58	64
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	14	648	161	487	88	73	627	296	352	19	20	84	73	56	44
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	15	933	167	766	72	95	911	369	564	23	38	106	77	73	52
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	16	832	119	713	47	72	809	236	596	9	7	67	85	38	30
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	17	863	165	698	61	104	845	261	602	16	13	71	79	46	36
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	18	888	148	740	73	75	870	290	598	22	14	103	73	45	33
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	19	933	163	770	48	115	906	263	670	20	8	85	82	34	34
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	20	757	144	613	67	77	749	294	463	20	14	53	95	64	48
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	21	834	120	714	45	75	800	220	614	12	6	56	66	38	42
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	22	765	102	663	40	62	743	188	577	21	13	40	47	35	32
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	23	1054	230	829	116	114	1059	347	712	22	17	92	84	65	67
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	24	924	155	769	51	104	882	289	635	28	5	89	83	55	29
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	25	707	133	574	52	81	690	250	457	8	15	64	72	51	40
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	26	348	81	267	40	41	347	153	195	5	3	36	52	26	31
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517046	Lúèky	1	173	47	132	15	32	179	73	106	7	1	17	15	0	33
Banskobystrickı kraj	606	Zvolen	611	Zvolen	558087	Lukavica	1	130	40	102	21	19	142	82	60	7	0	20	14	17	24
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515175	Lukovištia	1	156	36	123	18	18	159	63	96	10	1	28	9	8	7
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511579	Lupoè	1	189	58	133	31	27	191	67	124	2	0	32	23	2	8
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	599336	Lutila	1	1118	269	854	81	188	1123	524	599	51	1	132	147	73	120
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525944	Magnezitovce	1	266	82	191	26	56	273	103	170	12	0	65	13	7	6
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525944	Magnezitovce	2	81	18	63	6	12	81	22	59	0	0	18	2	0	2
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516171	Malá Èalomija	1	190	49	141	29	20	177	89	101	15	3	47	9	8	7
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517062	Malá Lehota	1	761	117	651	69	48	768	280	488	25	0	147	45	18	45
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	580244	Malachov	1	899	260	650	115	145	910	480	430	31	1	133	99	84	132
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	558206	Malé Straciny	1	106	26	80	12	14	99	42	64	5	0	20	7	7	3
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516198	Malé Zlievce	1	224	67	157	37	30	221	102	122	14	1	32	20	27	8
Banskobystrickı kraj	603	Luèenec	607	Poltár	511595	Málinec	1	539	139	411	72	67	550	217	333	23	0	127	26	11	30
Banskobystrickı kraj	603	Luèenec	607	Poltár	511595	Málinec	2	612	119	499	36	83	618	197	421	17	0	99	43	11	27
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	558192	Malı Krtíš	1	426	82	344	34	48	426	192	234	21	1	29	49	58	34
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515183	Martinová	1	150	14	144	12	2	158	32	126	20	8	1	2	1	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511609	Mašková	1	260	54	207	22	32	261	86	175	9	1	43	13	10	10
Banskobystrickı kraj	606	Zvolen	605	Krupina	518646	Medovarce	1	176	61	121	44	17	182	78	104	13	0	37	8	3	17
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508764	Medzibrod	1	1121	378	745	116	262	1123	558	565	49	2	163	139	42	163
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518654	Michalková	1	35	12	29	5	7	41	24	17	6	0	8	3	1	6
Banskobystrickı kraj	602	Brezno	603	Brezno	508772	Michalová	1	598	178	420	40	138	593	235	363	37	0	92	53	17	36
Banskobystrickı kraj	603	Luèenec	606	Luèenec	580309	Mikušovce	1	229	65	164	39	26	229	92	137	12	8	26	21	11	14
Banskobystrickı kraj	603	Luèenec	607	Poltár	511617	Mládzovo	1	93	39	65	29	10	104	74	30	13	0	43	6	5	7
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517071	Moèiar	1	135	45	90	20	25	128	58	77	6	0	35	5	1	11
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516210	Modrı Kameò	1	1286	255	1031	124	131	1268	497	789	52	3	179	89	119	55
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	580384	Mokrá Lúka	1	434	170	264	85	85	421	247	187	23	1	107	55	22	39
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508781	Môlèa	1	300	66	234	27	39	299	95	205	4	0	26	24	19	22
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508799	Moštenica	1	177	75	117	38	37	192	107	85	16	0	33	22	13	23
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508802	Motyèky	1	86	41	46	19	22	87	50	37	7	0	15	10	11	7
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511625	Muèín	1	562	68	494	34	34	555	128	434	20	17	21	55	8	7
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516228	Mu¾a	1	239	45	194	32	13	225	54	185	8	15	15	8	5	3
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525987	Muráò	1	957	273	684	98	175	915	279	678	22	1	130	62	16	48
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525995	Muránska Dlhá Lúka	1	647	246	401	99	147	640	240	407	20	3	109	53	23	32
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526002	Muránska Huta	1	92	33	66	9	24	99	48	51	5	2	16	4	5	16
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526002	Muránska Huta	2	71	20	80	3	17	100	57	43	7	0	9	18	9	14
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526011	Muránska Lehota	1	166	41	133	20	21	174	65	109	4	1	33	19	4	4
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526029	Muránska Zdychava	1	197	50	147	21	29	196	74	123	10	0	40	13	1	10
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511641	Mıtna	1	957	204	753	65	139	955	352	605	27	0	130	59	41	95
Banskobystrickı kraj	602	Brezno	603	Brezno	508811	Mıto pod Ïumbierom	1	436	147	289	55	92	421	245	191	36	2	52	89	31	35
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526037	Nandra	1	176	76	105	40	36	181	63	118	3	0	54	5	1	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557285	Nemce	1	987	294	693	99	195	979	471	516	40	0	107	120	84	120
Banskobystrickı kraj	602	Brezno	603	Brezno	508829	Nemecká	1	769	185	601	75	110	786	318	468	26	0	122	63	38	69
Banskobystrickı kraj	602	Brezno	603	Brezno	508829	Nemecká	2	717	206	516	65	141	722	296	426	31	1	119	60	31	54
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516236	Nenince	1	1160	195	965	130	65	1119	495	665	37	225	41	131	28	33
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515205	Neporadza	1	176	74	104	71	3	178	66	112	7	44	8	6	1	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517089	Nevo¾né	1	343	81	262	45	36	333	191	152	24	0	63	40	17	47
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511668	Nitra nad Ip¾om	1	245	18	227	6	12	239	83	162	1	18	13	29	19	3
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557790	Ninı Skálnik	1	161	49	112	19	30	157	69	92	12	1	22	23	9	2
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	1	1207	194	1013	95	99	1192	501	706	40	1	140	100	74	146
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	2	1523	308	1215	105	203	1494	609	914	55	1	144	136	82	191
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	3	1576	272	1304	96	176	1554	688	888	64	0	138	162	78	246
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	4	1042	212	830	108	104	1030	420	622	33	0	143	84	42	118
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	5	297	42	255	29	13	295	77	220	9	1	29	11	6	21
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	6	474	68	420	25	43	488	221	267	24	1	52	44	18	82
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515230	Nová Bašta	1	433	50	383	39	11	418	139	294	11	112	2	12	0	2
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516244	Nová Ves	1	318	118	204	74	44	322	151	171	18	6	81	16	10	20
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511676	Nové Hony	1	159	29	130	20	9	158	61	98	15	4	16	12	2	12
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516252	Obeckov	1	412	54	358	28	26	410	136	276	4	2	63	25	18	24
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	1	979	211	768	110	101	961	343	636	23	1	157	58	41	63
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	2	1017	275	742	143	132	1017	414	603	46	1	164	72	40	91
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	3	152	61	91	35	26	143	58	94	8	0	27	13	3	7
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516261	Olováry	1	257	101	156	82	19	257	120	137	8	56	10	32	6	8
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516279	Opatovská Nová Ves	1	562	93	469	59	34	529	181	381	13	59	18	47	16	28
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516287	Opava	1	96	19	78	14	5	97	37	60	3	2	25	2	3	2
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508837	Oravce	1	142	26	120	15	11	146	75	71	3	0	31	18	4	19
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515248	Orávka	1	129	51	78	21	30	120	70	59	12	0	34	13	1	10
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	580546	Orovnica	1	474	114	360	35	79	472	177	297	15	0	76	33	5	48
Banskobystrickı kraj	602	Brezno	603	Brezno	508845	Osrblie	1	319	115	239	41	74	354	176	178	15	0	60	52	18	31
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518671	Ostrá Lúka	1	248	79	171	50	29	250	115	135	14	1	47	28	9	16
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517119	Ostrı Grúò	1	433	122	312	45	77	434	178	256	11	0	80	28	9	50
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515256	Otroèok	1	229	50	181	16	34	231	76	155	6	39	9	15	4	3
Banskobystrickı kraj	603	Luèenec	607	Poltár	511684	Ozdín	1	149	58	91	38	20	143	78	71	16	0	28	15	7	12
Banskobystrickı kraj	603	Luèenec	607	Poltár	511684	Ozdín	2	159	31	128	22	9	137	45	114	4	0	27	9	1	4
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515264	Oïany	1	1306	248	1058	93	155	1287	450	856	57	30	101	147	38	77
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515272	Padarovce	1	144	37	109	26	11	146	62	84	12	8	23	11	4	4
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511692	Panické Dravce	1	593	80	513	34	46	593	200	393	12	53	29	54	32	20
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515281	Pavlovce	1	260	60	200	46	14	237	61	199	31	15	4	6	4	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515299	Petrovce	1	205	15	190	10	5	198	96	109	7	77	1	7	1	3
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511706	Píla	1	217	70	147	26	44	216	93	124	13	0	32	20	10	18
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517127	Píla	1	103	32	74	16	16	106	32	74	2	0	16	7	3	4
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511714	Pinciná	1	194	47	147	23	24	192	76	118	5	26	16	11	5	13
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517135	Pitelová	1	563	135	431	58	77	566	261	305	27	1	79	59	18	77
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511722	Pleš	1	176	39	137	21	18	175	49	127	6	14	5	18	0	6
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	1	865	205	660	77	128	841	378	487	43	1	115	80	58	81
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	2	806	166	640	87	79	804	325	481	36	0	124	67	50	48
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	3	155	22	133	13	9	153	64	91	5	1	18	13	10	17
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515302	Ploské	1	63	22	44	11	11	66	19	47	3	0	11	4	0	1
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517160	Poèúvadlo	1	75	24	64	15	9	88	41	47	4	0	19	6	7	5
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	1	671	213	459	85	128	672	296	376	19	0	126	49	46	56
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	2	1187	273	914	122	151	1157	467	720	45	0	188	96	62	76
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	3	192	70	124	10	60	194	72	122	11	0	19	18	12	12
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	4	1257	353	904	52	301	1237	407	850	26	1	153	108	36	83
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517143	Podhorie	1	294	115	179	38	77	291	168	126	29	0	40	46	24	29
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508861	Podkonice	1	746	188	558	45	143	746	377	369	47	0	74	91	65	100
