namekraj	idobvod	nameobvod	idokres	nameokres	idobec	nameobec	idokrsek	vuc1_13_votersreg	vuc1_13_votersvalid	vuc1_13_nevolici	vuc1_13_other	vuc1_13_kotleba	vuc1_13_manka	vuc1_13_kanik	vuc2_13_votersreg	vuc2_13_votersvalid	vuc2_13_nevolici	vuc2_13_manka	vuc2_13_kotleba
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	5	996	216	780	32	57	73	54	996	259	737	85	174
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516988	Kremnické Bane	1	211	34	177	6	3	18	7	210	38	173	16	22
Banskobystrickı kraj	606	Zvolen	604	Detva	518549	Kriváò	1	778	237	541	27	49	135	26	778	218	560	108	110
Banskobystrickı kraj	606	Zvolen	604	Detva	518549	Kriváò	2	631	189	442	33	30	113	13	631	154	477	82	72
Banskobystrickı kraj	603	Luèenec	607	Poltár	511501	Krná	1	50	22	28	4	3	15	0	50	25	25	14	11
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515094	Krokava	1	24	13	11	0	7	6	0	24	11	13	4	7
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	1	1190	301	889	51	99	106	45	1186	254	936	83	171
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	2	1042	301	743	47	62	144	48	1044	240	804	107	133
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	3	863	248	615	34	58	123	33	862	230	633	109	121
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	4	1239	360	881	53	112	153	42	1241	329	912	121	208
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	5	1098	259	839	43	109	80	27	1097	283	815	79	204
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	6	897	270	630	50	68	119	33	900	231	669	77	154
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515108	Kruno	1	297	44	253	3	13	27	1	297	60	237	28	32
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516996	Kunešov	1	193	16	177	2	3	10	1	193	33	160	13	20
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515116	Kyjatice	1	57	23	34	3	6	10	4	57	16	41	9	7
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557277	Kynce¾ová	1	317	90	227	7	28	38	17	316	113	204	40	73
Banskobystrickı kraj	606	Zvolen	605	Krupina	518565	Lackov	1	86	28	58	5	11	10	2	86	26	60	11	15
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	599328	Ladomerská Vieska	1	657	164	493	28	31	80	25	657	177	480	77	100
Banskobystrickı kraj	606	Zvolen	605	Krupina	518573	Ladzany	1	248	76	172	14	15	42	5	247	88	160	56	32
Banskobystrickı kraj	606	Zvolen	604	Detva	511510	Látky	1	57	10	47	1	0	9	0	57	8	49	4	4
Banskobystrickı kraj	606	Zvolen	604	Detva	511510	Látky	2	409	117	292	8	21	80	8	409	103	306	54	49
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515124	Lehota nad Rimavicou	1	239	67	172	7	21	30	9	239	90	149	33	57
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511528	Lehôtka	1	282	66	216	10	10	42	4	282	79	203	29	50
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517011	Lehôtka pod Brehmi	1	327	82	245	7	24	47	4	327	94	233	32	62
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515132	Lenartovce	1	412	132	280	46	6	46	34	411	71	341	43	28
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515141	Lenka	1	161	62	99	4	5	17	36	161	55	106	27	28
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511536	Lentvora	1	50	18	32	2	0	16	0	50	21	29	20	1
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516155	Lesenice	1	451	107	344	12	18	32	45	451	64	387	38	26
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518581	Leš (vojenskı obvod)	1	66	13	53	2	4	6	1	66	9	57	4	5
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515574	Leváre	1	83	38	45	8	5	19	6	83	37	46	22	15
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515159	Levkuška	1	182	27	155	6	4	11	6	182	15	167	9	6
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525901	Licince	1	489	93	396	45	12	28	8	488	51	438	22	29
Banskobystrickı kraj	606	Zvolen	611	Zvolen	558133	Lieskovec	1	1180	301	879	31	45	204	21	1179	349	831	212	137
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511544	Lipovany	1	210	76	134	8	9	53	6	210	55	155	24	31
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515167	Lipovec	1	50	8	42	1	0	3	4	49	8	42	6	2
Banskobystrickı kraj	606	Zvolen	605	Krupina	518603	Lišov	1	188	81	107	5	6	68	2	188	78	110	48	30
Banskobystrickı kraj	606	Zvolen	605	Krupina	518611	Litava	1	573	209	364	51	29	119	10	571	170	403	100	70
Banskobystrickı kraj	602	Brezno	603	Brezno	508730	Lom nad Rimavicou	1	233	68	165	7	11	41	9	233	72	161	32	40
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517020	Lovèa	1	589	169	420	31	14	108	16	589	177	412	87	90
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517038	Lovèica - Trubín	1	694	134	560	35	26	55	18	694	170	524	59	111
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517038	Lovèica - Trubín	2	582	122	460	25	14	71	12	582	137	445	54	83
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511552	Lovinobaòa	1	1483	325	1158	26	96	171	32	1483	334	1149	104	230
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511552	Lovinobaòa	2	173	49	124	8	12	24	5	173	39	134	19	20
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525928	Lubeník	1	1056	203	854	52	48	80	23	1057	261	796	135	126
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508748	¼ubietová	1	930	197	733	44	56	70	27	929	259	671	72	187
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511561	¼uboreè	1	269	55	216	14	10	21	10	271	65	206	27	38
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516163	¼uborieèka	1	114	30	84	3	1	15	11	114	32	82	16	16
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508756	Luèatín	1	549	132	417	17	40	44	31	547	182	367	50	132
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	1	1463	256	1207	35	51	99	71	1463	283	1180	96	187
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	2	1201	203	998	21	52	75	55	1200	232	969	69	163
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	3	875	209	666	27	20	121	41	875	186	689	103	83
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	4	1180	222	960	21	47	104	50	1182	243	939	99	144
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	5	970	144	826	19	31	68	26	968	169	801	61	108
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	6	649	134	516	19	21	56	38	650	125	525	57	68
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	7	501	90	411	10	25	29	26	501	90	411	22	68
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	8	808	140	670	12	25	70	33	810	151	659	64	87
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	9	818	178	640	25	22	100	31	818	168	650	76	92
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	10	1271	204	1077	21	30	112	41	1281	191	1090	109	82
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	11	760	163	597	31	20	82	30	759	177	583	86	91
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	12	728	158	570	20	37	69	32	726	159	569	61	98
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	13	962	190	774	23	30	90	47	964	226	738	101	125
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	14	649	155	494	20	31	73	31	648	161	488	88	73
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	15	933	177	756	21	26	94	36	933	167	766	72	95
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	16	830	114	718	19	33	48	14	832	119	713	47	72
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	17	865	113	752	16	28	43	26	863	165	700	61	104
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	18	888	151	737	23	24	84	20	888	148	740	73	75
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	19	936	142	794	20	30	61	31	933	163	773	48	115
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	20	757	150	607	21	36	66	27	757	144	613	67	77
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	21	835	112	723	5	29	56	22	834	120	715	45	75
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	22	770	86	684	7	15	49	15	765	102	668	40	62
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	23	1054	187	867	24	35	109	19	1054	230	824	116	114
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	24	929	130	799	22	32	56	20	924	155	774	51	104
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	25	709	119	590	24	11	50	34	707	133	576	52	81
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	26	349	68	281	6	13	37	12	348	81	268	40	41
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517046	Lúèky	1	173	45	128	8	14	19	4	173	47	126	15	32
Banskobystrickı kraj	606	Zvolen	611	Zvolen	558087	Lukavica	1	130	36	94	4	4	22	6	130	40	90	21	19
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515175	Lukovištia	1	157	31	126	7	6	16	2	156	36	121	18	18
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511579	Lupoè	1	189	50	139	6	6	38	0	189	58	131	31	27
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	599336	Lutila	1	1118	228	890	31	52	107	38	1118	269	849	81	188
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525944	Magnezitovce	1	265	48	218	9	7	31	1	266	82	184	26	56
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525944	Magnezitovce	2	81	17	64	6	4	6	1	81	18	63	6	12
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516171	Malá Èalomija	1	189	38	152	8	4	18	8	190	49	141	29	20
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517062	Malá Lehota	1	761	99	662	22	9	65	3	761	117	644	69	48
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	580244	Malachov	1	899	205	694	22	35	101	47	899	260	639	115	145
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	558206	Malé Straciny	1	106	27	79	4	2	21	0	106	26	80	12	14
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516198	Malé Zlievce	1	224	63	161	3	11	35	14	224	67	157	37	30
Banskobystrickı kraj	603	Luèenec	607	Poltár	511595	Málinec	1	539	196	343	24	40	114	18	539	139	400	72	67
Banskobystrickı kraj	603	Luèenec	607	Poltár	511595	Málinec	2	609	178	434	37	52	84	5	612	119	493	36	83
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	558192	Malı Krtíš	1	426	73	353	23	17	16	17	426	82	344	34	48
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515183	Martinová	1	150	41	109	10	0	29	2	150	14	136	12	2
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511609	Mašková	1	257	65	195	7	18	34	6	260	54	206	22	32
Banskobystrickı kraj	606	Zvolen	605	Krupina	518646	Medovarce	1	176	56	120	22	11	22	1	176	61	115	44	17
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508764	Medzibrod	1	1121	386	735	92	97	163	34	1121	378	743	116	262
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518654	Michalková	1	35	13	22	1	3	6	3	35	12	23	5	7
Banskobystrickı kraj	602	Brezno	603	Brezno	508772	Michalová	1	598	110	488	4	34	56	16	598	178	420	40	138
Banskobystrickı kraj	603	Luèenec	606	Luèenec	580309	Mikušovce	1	229	63	166	9	10	38	6	229	65	164	39	26
Banskobystrickı kraj	603	Luèenec	607	Poltár	511617	Mládzovo	1	93	55	38	7	5	34	9	93	39	54	29	10
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517071	Moèiar	1	134	40	95	18	5	13	4	135	45	90	20	25
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516210	Modrı Kameò	1	1282	217	1069	26	46	116	29	1286	255	1031	124	131
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	580384	Mokrá Lúka	1	435	180	255	7	43	116	14	434	170	265	85	85
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508781	Môlèa	1	301	38	263	3	10	16	9	300	66	235	27	39
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508799	Moštenica	1	177	51	126	2	6	38	5	177	75	102	38	37
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508802	Motyèky	1	86	29	57	3	11	15	0	86	41	45	19	22
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511625	Muèín	1	562	77	485	16	11	32	18	562	68	494	34	34
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516228	Mu¾a	1	239	36	203	18	1	12	5	239	45	194	32	13
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525987	Muráò	1	959	170	789	16	58	77	19	957	273	686	98	175
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525995	Muránska Dlhá Lúka	1	646	223	424	34	92	73	24	647	246	401	99	147
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526002	Muránska Huta	1	93	22	71	11	1	10	0	92	33	60	9	24
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526002	Muránska Huta	2	71	14	57	5	2	3	4	71	20	51	3	17
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526011	Muránska Lehota	1	167	32	135	6	5	20	1	166	41	126	20	21
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526029	Muránska Zdychava	1	196	46	151	6	12	27	1	197	50	147	21	29
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511641	Mıtna	1	957	211	746	25	35	118	33	957	204	753	65	139
Banskobystrickı kraj	602	Brezno	603	Brezno	508811	Mıto pod Ïumbierom	1	437	134	303	25	34	52	23	436	147	290	55	92
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526037	Nandra	1	176	87	89	24	20	42	1	176	76	100	40	36
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557285	Nemce	1	987	240	747	36	76	96	32	987	294	693	99	195
Banskobystrickı kraj	602	Brezno	603	Brezno	508829	Nemecká	1	770	283	487	56	92	113	22	769	185	585	75	110
Banskobystrickı kraj	602	Brezno	603	Brezno	508829	Nemecká	2	718	246	472	38	85	103	20	717	206	512	65	141
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516236	Nenince	1	1160	391	769	46	13	102	230	1160	195	965	130	65
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515205	Neporadza	1	176	87	89	9	6	72	0	176	74	102	71	3
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517089	Nevo¾né	1	342	81	262	8	7	54	12	343	81	262	45	36
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511668	Nitra nad Ip¾om	1	244	77	168	7	1	4	65	245	18	227	6	12
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557790	Ninı Skálnik	1	161	49	112	3	19	25	2	161	49	112	19	30
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	1	1210	249	961	38	38	131	42	1207	194	1016	95	99
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	2	1520	352	1171	64	60	162	66	1523	308	1215	105	203
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	3	1576	329	1247	78	55	132	64	1576	272	1304	96	176
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	4	1043	234	809	31	30	134	39	1042	212	831	108	104
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	5	297	32	265	4	1	22	5	297	42	255	29	13
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	6	474	101	373	24	15	38	24	474	68	406	25	43
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515230	Nová Bašta	1	434	141	293	41	3	76	21	433	50	384	39	11
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516244	Nová Ves	1	318	91	227	8	12	68	3	318	118	200	74	44
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511676	Nové Hony	1	159	32	127	5	6	16	5	159	29	130	20	9
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516252	Obeckov	1	413	36	377	5	7	16	8	412	54	359	28	26
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	1	976	200	779	15	34	124	27	979	211	768	110	101
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	2	1015	238	779	19	43	161	15	1017	275	742	143	132
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	3	154	59	95	3	14	42	0	152	61	93	35	26
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516261	Olováry	1	257	117	140	20	3	53	41	257	101	156	82	19
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516279	Opatovská Nová Ves	1	561	182	380	29	16	95	42	562	93	469	59	34
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516287	Opava	1	96	10	86	0	3	6	1	96	19	77	14	5
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508837	Oravce	1	145	25	120	4	5	16	0	142	26	119	15	11
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515248	Orávka	1	128	51	78	2	10	36	3	129	51	78	21	30
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	580546	Orovnica	1	473	89	385	21	25	37	6	474	114	360	35	79
Banskobystrickı kraj	602	Brezno	603	Brezno	508845	Osrblie	1	319	88	231	8	28	47	5	319	115	204	41	74
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518671	Ostrá Lúka	1	247	65	183	2	4	54	5	248	79	169	50	29
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517119	Ostrı Grúò	1	433	107	326	9	19	67	12	433	122	311	45	77
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515256	Otroèok	1	229	60	169	7	5	20	28	229	50	179	16	34
Banskobystrickı kraj	603	Luèenec	607	Poltár	511684	Ozdín	1	149	57	92	8	7	35	7	149	58	91	38	20
Banskobystrickı kraj	603	Luèenec	607	Poltár	511684	Ozdín	2	159	27	132	4	4	19	0	159	31	128	22	9
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515264	Oïany	1	1303	260	1046	36	80	115	29	1306	248	1058	93	155
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515272	Padarovce	1	141	40	104	6	1	16	17	144	37	107	26	11
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511692	Panické Dravce	1	593	95	498	16	10	34	35	593	80	513	34	46
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515281	Pavlovce	1	260	93	167	18	3	9	63	260	60	200	46	14
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515299	Petrovce	1	205	51	154	11	1	26	13	205	15	190	10	5
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511706	Píla	1	218	41	177	9	11	20	1	217	70	148	26	44
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517127	Píla	1	103	15	88	3	5	7	0	103	32	71	16	16
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511714	Pinciná	1	195	47	148	14	4	14	15	194	47	148	23	24
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517135	Pitelová	1	566	91	475	15	23	51	2	563	135	431	58	77
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511722	Pleš	1	176	38	138	10	5	19	4	176	39	137	21	18
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	1	864	137	728	18	33	71	15	865	205	660	77	128
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	2	806	126	680	20	15	81	10	806	166	640	87	79
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	3	155	12	143	2	0	7	3	155	22	133	13	9
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515302	Ploské	1	63	9	54	1	2	5	1	63	22	41	11	11
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517160	Poèúvadlo	1	74	26	49	9	3	6	8	75	24	51	15	9
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	1	672	173	499	18	38	95	22	671	213	459	85	128
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	2	1189	209	980	22	40	116	31	1187	273	916	122	151
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	3	192	33	159	5	14	8	6	192	70	122	10	60
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	4	1258	192	1066	18	114	46	14	1257	353	905	52	301
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517143	Podhorie	1	295	103	192	19	23	30	31	294	115	180	38	77
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508861	Podkonice	1	746	149	597	18	56	50	25	746	188	558	45	143
Banskobystrickı kraj	606	Zvolen	604	Detva	511731	Podkriváò	1	354	83	271	15	11	50	7	354	90	264	52	38
Banskobystrickı kraj	606	Zvolen	604	Detva	511731	Podkriváò	2	124	25	99	5	10	8	2	124	23	101	8	15
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511749	Podreèany	1	482	72	410	13	22	34	3	482	94	388	39	55
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518697	Podzámèok	1	374	119	255	13	12	74	20	374	114	260	63	51
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	1	901	157	744	16	86	49	6	900	199	702	56	143
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	2	819	93	727	8	34	43	8	820	180	640	63	117
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	3	178	43	135	5	17	17	4	178	54	124	21	33
Banskobystrickı kraj	602	Brezno	603	Brezno	508888	Pohronská Polhora	1	648	86	562	13	33	30	10	645	139	509	33	106
Banskobystrickı kraj	602	Brezno	603	Brezno	508888	Pohronská Polhora	2	711	108	607	11	44	40	13	715	191	524	38	153
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508896	Pohronskı Bukovec	1	86	36	50	7	4	25	0	86	28	58	21	7
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511757	Polichno	1	106	20	86	0	1	17	2	106	21	85	17	4
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515311	Polina	1	98	26	72	3	2	14	7	98	35	63	17	18
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	1	903	140	763	11	56	60	13	902	185	718	41	144
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	2	701	110	593	7	29	55	19	703	171	532	32	139
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	3	862	134	728	4	67	50	13	861	219	643	32	187
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	1	814	315	499	34	87	174	20	814	250	564	124	126
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	2	955	244	712	39	70	125	10	956	242	714	117	125
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	3	820	265	555	28	112	102	23	818	272	548	87	185
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	4	858	248	610	18	82	140	8	855	234	624	115	119
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	5	955	253	703	63	51	129	10	956	264	692	172	92
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	6	171	78	93	8	35	29	6	171	66	105	17	49
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	7	124	58	66	5	17	27	9	124	47	77	24	23
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	1	773	155	618	14	53	63	25	771	240	533	78	162
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	2	229	46	183	12	14	18	2	229	82	147	29	53
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	3	279	67	213	9	33	13	12	280	92	188	21	71
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515337	Poproè	1	18	7	11	0	0	7	0	18	12	6	9	3
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515345	Potok	1	37	8	29	0	3	5	0	37	10	27	6	4
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516295	Pôtor	1	465	70	396	3	18	40	9	466	87	379	32	55
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516295	Pôtor	2	202	40	162	5	13	21	1	202	37	165	16	21
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508926	Povrazník	1	122	58	64	6	15	35	2	122	68	54	26	42
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511773	Praha	1	69	21	48	6	0	7	8	69	19	50	11	8
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516309	Pravica	1	85	5	80	1	2	1	1	85	16	69	12	4
Banskobystrickı kraj	602	Brezno	603	Brezno	508934	Predajná	1	1112	189	923	15	50	103	21	1107	273	839	89	184
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517178	Prenèov	1	540	133	407	21	12	81	19	539	135	405	88	47
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517186	Prestavlky	1	539	217	323	38	42	131	6	540	178	362	91	87
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516317	Príbelce	1	472	92	380	15	15	51	11	472	88	384	42	46
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508942	Priechod	1	787	183	604	19	68	51	45	787	222	565	40	182
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526100	Prihradzany	1	70	27	43	8	6	9	4	70	27	43	11	16
