namekraj	idobvod	nameobvod	idokres	nameokres	idobec	nameobec	idokrsek	vuc2_13_votersreg	vuc2_13_votersvalid	vuc2_13_nevolici	vuc2_13_manka	vuc2_13_kotleba	pr2_14_votersreg	pr2_14_votersvalid	pr2_14_nevolici	pr2_14_fico	pr2_14_kiska
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516155	Lesenice	1	451	64	387	38	26	442	210	241	74	136
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518581	Leš (vojenskı obvod)	1	66	9	58	4	5	67	31	36	19	12
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515574	Leváre	1	83	37	47	22	15	84	47	37	2	45
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515159	Levkuška	1	182	15	168	9	6	183	78	105	14	64
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525901	Licince	1	488	51	440	22	29	491	153	338	37	116
Banskobystrickı kraj	606	Zvolen	611	Zvolen	558133	Lieskovec	1	1179	349	830	212	137	1131	614	565	286	328
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511544	Lipovany	1	210	55	155	24	31	210	105	105	70	35
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515167	Lipovec	1	49	8	768	6	2	776	455	321	168	287
Banskobystrickı kraj	606	Zvolen	605	Krupina	518603	Lišov	1	188	78	122	48	30	200	115	85	66	49
Banskobystrickı kraj	606	Zvolen	605	Krupina	518611	Litava	1	571	170	407	100	70	577	220	357	129	91
Banskobystrickı kraj	602	Brezno	603	Brezno	508730	Lom nad Rimavicou	1	233	72	179	32	40	251	170	81	98	72
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517020	Lovèa	1	589	177	412	87	90	579	310	279	144	166
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517038	Lovèica - Trubín	1	694	170	524	59	111	685	331	363	151	180
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517038	Lovèica - Trubín	2	582	137	445	54	83	579	325	257	153	172
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511552	Lovinobaòa	1	1483	334	1149	104	230	1457	561	922	355	206
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511552	Lovinobaòa	2	173	39	134	19	20	172	87	86	50	37
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525928	Lubeník	1	1057	261	796	135	126	1020	388	669	252	136
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508748	¼ubietová	1	929	259	670	72	187	902	459	470	175	284
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511561	¼uboreè	1	271	65	215	27	38	280	120	160	47	73
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516163	¼uborieèka	1	114	32	88	16	16	120	68	52	33	35
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508756	Luèatín	1	547	182	376	50	132	558	321	237	130	191
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	1	1463	283	1180	96	187	1423	592	871	149	443
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	2	1200	232	968	69	163	1173	492	708	156	336
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	3	875	186	699	103	83	885	425	460	160	265
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	4	1182	243	939	99	144	1155	468	714	145	323
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	5	968	169	799	61	108	954	387	581	125	262
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	6	650	125	525	57	68	633	276	374	111	165
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	7	501	90	411	22	68	479	215	286	55	160
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	8	810	151	659	64	87	769	378	432	122	256
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	9	818	168	650	76	92	776	372	446	152	220
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	10	1281	191	1090	109	82	1263	409	872	153	256
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	11	759	177	584	86	91	761	410	351	178	232
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	12	726	159	567	61	98	722	332	394	140	192
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	13	964	226	738	101	125	917	415	549	174	241
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	14	648	161	487	88	73	623	340	308	136	204
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	15	933	167	766	72	95	902	422	511	154	268
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	16	832	119	713	47	72	803	280	552	104	176
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	17	863	165	698	61	104	843	347	516	121	226
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	18	888	148	740	73	75	866	377	511	169	208
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	19	933	163	770	48	115	901	345	588	138	207
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	20	757	144	613	67	77	738	350	407	112	238
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	21	834	120	714	45	75	786	280	554	104	176
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	22	765	102	663	40	62	742	223	542	80	143
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	23	1054	230	824	116	114	1025	419	635	164	255
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	24	924	155	769	51	104	878	363	561	143	220
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	25	707	133	574	52	81	690	316	391	125	191
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	26	348	81	267	40	41	345	171	177	52	119
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517046	Lúèky	1	173	47	722	15	32	769	422	347	186	236
Banskobystrickı kraj	606	Zvolen	611	Zvolen	558087	Lukavica	1	130	40	104	21	19	144	89	55	36	53
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515175	Lukovištia	1	156	36	120	18	18	153	71	85	43	28
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511579	Lupoè	1	189	58	137	31	27	195	81	114	49	32
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	599336	Lutila	1	1118	269	849	81	188	1109	623	495	273	350
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525944	Magnezitovce	1	266	82	192	26	56	274	120	154	99	21
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525944	Magnezitovce	2	81	18	64	6	12	82	28	54	25	3
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516171	Malá Èalomija	1	190	49	141	29	20	173	89	101	64	25
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517062	Malá Lehota	1	761	117	673	69	48	790	405	385	279	126
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	580244	Malachov	1	899	260	639	115	145	899	512	387	225	287
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	558206	Malé Straciny	1	106	26	80	12	14	101	51	55	32	19
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516198	Malé Zlievce	1	224	67	157	37	30	218	111	113	54	57
Banskobystrickı kraj	603	Luèenec	607	Poltár	511595	Málinec	1	539	139	411	72	67	550	260	290	195	65
Banskobystrickı kraj	603	Luèenec	607	Poltár	511595	Málinec	2	612	119	493	36	83	608	306	306	211	95
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	558192	Malı Krtíš	1	426	82	344	34	48	417	196	230	78	118
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515183	Martinová	1	150	14	139	12	2	153	44	109	15	29
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511609	Mašková	1	260	54	207	22	32	261	108	153	65	43
Banskobystrickı kraj	606	Zvolen	605	Krupina	518646	Medovarce	1	176	61	120	44	17	181	85	96	52	33
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508764	Medzibrod	1	1121	378	743	116	262	1119	661	460	300	361
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518654	Michalková	1	35	12	34	5	7	46	30	16	16	14
Banskobystrickı kraj	602	Brezno	603	Brezno	508772	Michalová	1	598	178	420	40	138	590	272	326	150	122
Banskobystrickı kraj	603	Luèenec	606	Luèenec	580309	Mikušovce	1	229	65	749	39	26	814	407	407	262	145
Banskobystrickı kraj	603	Luèenec	607	Poltár	511617	Mládzovo	1	93	39	62	29	10	101	77	24	55	22
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517071	Moèiar	1	135	45	90	20	25	126	74	61	59	15
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516210	Modrı Kameò	1	1286	255	1031	124	131	1271	581	705	350	231
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	580384	Mokrá Lúka	1	434	170	264	85	85	424	261	173	129	132
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508781	Môlèa	1	300	66	235	27	39	301	95	206	41	54
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508799	Moštenica	1	177	75	112	38	37	187	111	76	60	51
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508802	Motyèky	1	86	41	46	19	22	87	74	13	40	34
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511625	Muèín	1	562	68	494	34	34	553	183	379	49	134
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516228	Mu¾a	1	239	45	194	32	13	221	65	174	20	45
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525987	Muráò	1	957	273	684	98	175	927	404	553	218	186
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525995	Muránska Dlhá Lúka	1	647	246	401	99	147	643	366	281	222	144
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526002	Muránska Huta	1	92	33	74	9	24	107	69	38	26	43
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526002	Muránska Huta	2	71	20	110	3	17	130	98	32	31	67
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526011	Muránska Lehota	1	166	41	133	20	21	174	98	76	65	33
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526029	Muránska Zdychava	1	197	50	150	21	29	200	95	105	69	26
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511641	Mıtna	1	957	204	753	65	139	955	378	579	240	138
Banskobystrickı kraj	602	Brezno	603	Brezno	508811	Mıto pod Ïumbierom	1	436	147	289	55	92	418	301	135	101	200
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526037	Nandra	1	176	76	104	40	36	180	85	95	73	12
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557285	Nemce	1	987	294	693	99	195	967	516	471	217	299
Banskobystrickı kraj	602	Brezno	603	Brezno	508829	Nemecká	1	769	185	601	75	110	786	364	422	203	161
Banskobystrickı kraj	602	Brezno	603	Brezno	508829	Nemecká	2	717	206	527	65	141	733	346	387	202	144
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516236	Nenince	1	1160	195	965	130	65	1115	520	640	65	455
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515205	Neporadza	1	176	74	581	71	3	655	325	330	157	168
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517089	Nevo¾né	1	343	81	262	45	36	335	204	139	86	118
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511668	Nitra nad Ip¾om	1	245	18	227	6	12	243	89	156	6	83
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557790	Ninı Skálnik	1	161	49	112	19	30	157	81	80	31	50
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	1	1207	194	1013	95	99	1174	575	632	252	323
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	2	1523	308	1215	105	203	1488	701	822	306	395
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	3	1576	272	1304	96	176	1556	824	752	292	532
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	4	1042	212	830	108	104	1015	506	536	248	258
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	5	297	42	255	29	13	296	113	184	57	56
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	6	474	68	423	25	43	491	253	238	96	157
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515230	Nová Bašta	1	433	50	383	39	11	411	142	291	16	126
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516244	Nová Ves	1	318	118	205	74	44	323	174	149	128	46
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511676	Nové Hony	1	159	29	130	20	9	153	77	82	26	51
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516252	Obeckov	1	412	54	358	28	26	408	173	239	104	69
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	1	979	211	768	110	101	960	418	561	249	169
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	2	1017	275	745	143	132	1020	525	495	304	221
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	3	152	61	91	35	26	140	65	87	49	16
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516261	Olováry	1	257	101	156	82	19	249	147	110	18	129
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516279	Opatovská Nová Ves	1	562	93	469	59	34	528	221	341	37	184
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516287	Opava	1	96	19	78	14	5	97	43	54	29	14
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508837	Oravce	1	142	26	116	15	11	142	85	57	49	36
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515248	Orávka	1	129	51	80	21	30	131	77	54	49	28
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	580546	Orovnica	1	474	114	360	35	79	473	229	245	121	108
Banskobystrickı kraj	602	Brezno	603	Brezno	508845	Osrblie	1	319	115	234	41	74	349	215	134	114	101
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518671	Ostrá Lúka	1	248	79	172	50	29	251	131	120	79	52
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517119	Ostrı Grúò	1	433	122	311	45	77	428	235	198	162	73
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515256	Otroèok	1	229	50	180	16	34	230	102	128	11	91
Banskobystrickı kraj	603	Luèenec	607	Poltár	511684	Ozdín	1	149	58	91	38	20	143	94	55	62	32
Banskobystrickı kraj	603	Luèenec	607	Poltár	511684	Ozdín	2	159	31	128	22	9	135	62	97	48	14
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515264	Oïany	1	1306	248	1058	93	155	1287	545	761	166	379
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515272	Padarovce	1	144	37	110	26	11	147	64	83	24	40
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511692	Panické Dravce	1	593	80	513	34	46	592	264	329	44	220
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515281	Pavlovce	1	260	60	200	46	14	233	61	199	13	48
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515299	Petrovce	1	205	15	190	10	5	195	103	102	5	98
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511706	Píla	1	217	70	225	26	44	295	189	106	74	115
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517127	Píla	1	103	32	188	16	16	220	133	87	88	45
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511714	Pinciná	1	194	47	147	23	24	192	101	93	26	75
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517135	Pitelová	1	563	135	428	58	77	559	267	296	122	145
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511722	Pleš	1	176	39	137	21	18	170	71	105	13	58
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	1	865	205	660	77	128	837	419	446	176	243
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	2	806	166	640	87	79	802	392	414	221	171
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	3	155	22	161	13	9	183	103	80	36	67
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515302	Ploské	1	63	22	47	11	11	69	27	42	14	13
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517160	Poèúvadlo	1	75	24	66	15	9	90	63	27	39	24
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	1	671	213	459	85	128	672	339	333	190	149
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	2	1187	273	914	122	151	1153	557	630	313	244
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	3	192	70	134	10	60	204	104	100	46	58
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	4	1257	353	904	52	301	1231	499	758	262	237
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517143	Podhorie	1	294	115	554	38	77	669	418	251	243	175
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508861	Podkonice	1	746	188	558	45	143	740	403	343	155	248
Banskobystrickı kraj	606	Zvolen	604	Detva	511731	Podkriváò	1	354	90	284	52	38	374	208	166	111	97
Banskobystrickı kraj	606	Zvolen	604	Detva	511731	Podkriváò	2	124	23	110	8	15	133	73	60	45	28
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511749	Podreèany	1	482	94	388	39	55	482	201	281	129	72
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518697	Podzámèok	1	374	114	260	63	51	373	221	153	87	134
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	1	900	199	701	56	143	887	384	516	281	103
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	2	820	180	642	63	117	822	389	433	257	132
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	3	178	54	127	21	33	181	105	76	64	41
Banskobystrickı kraj	602	Brezno	603	Brezno	508888	Pohronská Polhora	1	645	139	521	33	106	660	246	414	153	93
Banskobystrickı kraj	602	Brezno	603	Brezno	508888	Pohronská Polhora	2	715	191	525	38	153	716	315	401	160	155
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508896	Pohronskı Bukovec	1	86	28	58	21	7	80	44	42	39	5
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511757	Polichno	1	106	21	101	17	4	122	58	64	39	19
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515311	Polina	1	98	35	66	17	18	101	40	61	8	32
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	1	902	185	717	41	144	890	303	599	188	115
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	2	703	171	532	32	139	684	313	390	155	158
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	3	861	219	642	32	187	856	366	495	201	165
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	1	814	250	564	124	126	757	389	425	233	156
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	2	956	242	714	117	125	944	401	555	246	155
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	3	818	272	546	87	185	789	337	481	159	178
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	4	855	234	621	115	119	853	426	429	268	158
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	5	956	264	692	172	92	935	413	543	257	156
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	6	171	66	107	17	49	173	101	72	44	57
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	7	124	47	81	24	23	128	80	48	51	29
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	1	771	240	536	78	162	776	400	376	191	209
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	2	229	82	149	29	53	231	136	95	73	63
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	3	280	92	188	21	71	280	142	138	51	91
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515337	Poproè	1	18	12	8	9	3	20	14	6	13	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515345	Potok	1	37	10	88	6	4	98	71	27	52	19
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516295	Pôtor	1	466	87	379	32	55	454	180	286	133	47
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516295	Pôtor	2	202	37	169	16	21	206	103	103	73	30
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508926	Povrazník	1	122	68	62	26	42	130	88	42	63	25
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511773	Praha	1	69	19	52	11	8	71	31	40	20	11
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516309	Pravica	1	85	16	71	12	4	87	26	61	5	21
Banskobystrickı kraj	602	Brezno	603	Brezno	508934	Predajná	1	1107	273	847	89	184	1120	581	539	274	307
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517178	Prenèov	1	539	135	408	88	47	543	278	265	169	109
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517186	Prestavlky	1	540	178	362	91	87	532	298	242	219	79
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516317	Príbelce	1	472	88	384	42	46	461	229	243	141	88
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508942	Priechod	1	787	222	565	40	182	776	392	395	109	283
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526100	Prihradzany	1	70	27	47	11	16	74	52	22	30	22
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517194	Prochot	1	497	148	361	84	64	509	307	202	197	110
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511781	Prša	1	154	29	129	18	11	158	76	82	1	75
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515353	Radnovce	1	556	141	419	134	7	560	164	396	4	160
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511790	Radzovce	1	1349	232	1117	186	46	1333	514	835	81	433
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526118	Rákoš	1	346	102	244	38	64	336	117	229	83	34
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557854	Rakytník	1	195	32	168	18	14	200	60	140	22	38
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511803	Rapovce	1	755	120	635	83	37	754	278	477	85	193
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515361	Rašice	1	107	29	80	26	3	109	50	59	2	48
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511811	Ratka	1	296	81	215	58	23	273	131	165	90	41
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515370	Ratková	1	416	90	326	47	43	413	169	247	103	66
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515388	Ratkovská Lehota	1	51	32	19	5	27	43	29	22	7	22
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515396	Ratkovská Suchá	1	42	15	34	5	10	49	32	17	12	20
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515400	Ratkovské Bystré	1	304	109	195	49	60	291	144	160	109	35
Banskobystrickı kraj	602	Brezno	603	Brezno	508951	Ráztoka	1	244	79	165	51	28	238	130	114	92	38
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517216	Repište	1	258	72	206	21	51	278	164	114	93	71
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	1	1022	242	780	47	195	989	402	620	160	242
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	2	892	254	638	95	159	858	381	511	220	161
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	3	1108	340	768	99	241	1084	477	631	255	222
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	4	914	215	699	65	150	896	381	533	200	181
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	5	1118	272	846	41	231	1091	459	659	232	227
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	6	902	229	673	61	168	896	380	522	219	161
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	7	1072	258	814	95	163	1063	403	669	192	211
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	8	1066	157	909	63	94	1065	312	754	194	118
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	9	944	299	645	80	219	913	495	449	223	272
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	10	482	131	351	11	120	469	234	248	98	136
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	11	883	206	677	56	150	853	367	516	212	155
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526151	Revúcka Lehota	1	279	107	172	36	71	257	177	102	85	92
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508969	Rieèka	1	601	226	375	93	133	592	361	240	167	194
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557765	Rieèka	1	189	29	160	13	16	182	56	133	8	48
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515426	Rimavská Baòa	1	404	128	276	56	72	401	181	223	96	85
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515442	Rimavská Seè	1	637	21	628	13	8	649	127	522	10	117
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515442	Rimavská Seè	2	680	65	615	36	29	670	183	497	12	171
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	1	1133	130	1003	66	64	1129	287	846	109	178
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	2	447	101	346	57	44	433	215	232	54	161
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	3	555	106	449	50	56	502	231	324	88	143
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	4	653	148	505	51	97	610	290	363	67	223
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	5	216	57	159	17	40	211	103	113	69	34
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	6	677	174	503	77	97	660	323	354	117	206
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	7	999	188	811	66	122	976	384	615	175	209
