namekraj	idobvod	nameobvod	idokres	nameokres	idobec	nameobec	idokrsek	vuc1_13_votersreg	vuc1_13_votersvalid	vuc1_13_nevolici	vuc1_13_other	vuc1_13_kotleba	vuc1_13_manka	vuc1_13_kanik	pr1_14_votersreg	pr1_14_votersvalid	pr1_14_nevolici	pr1_14_other	pr1_14_bardos	pr1_14_fico	pr1_14_kiska	pr1_14_knazko	pr1_14_prochazka
Banskobystrickı kraj	603	Luèenec	607	Poltár	511471	Kalinovo	1	948	217	731	20	41	128	28	930	402	546	38	0	159	94	43	68
Banskobystrickı kraj	603	Luèenec	607	Poltár	511471	Kalinovo	2	915	186	729	24	39	106	17	914	387	528	47	0	139	79	39	83
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511480	Kalonda	1	181	22	159	1	2	15	4	178	66	115	5	42	4	8	4	3
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515027	Kaloša	1	521	116	411	57	10	30	19	527	132	395	16	72	20	19	2	3
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525812	Kameòany	1	539	77	462	13	28	34	2	535	104	435	18	0	52	22	6	6
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516082	Kamenné Kosihy	1	292	76	216	2	2	36	36	279	130	162	19	47	10	37	7	10
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515035	Kesovce	1	163	65	98	30	0	35	0	159	44	119	0	39	5	0	0	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516091	Kiarov	1	266	113	153	13	7	61	32	264	91	175	6	35	10	29	2	9
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516902	K¾ak	1	191	52	143	6	9	34	3	195	96	99	13	1	53	15	3	11
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516104	Kleòany	1	249	50	199	9	0	33	8	238	92	157	8	67	8	4	1	4
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515043	Klenovec	1	804	196	608	15	80	84	17	794	292	512	23	0	124	52	35	58
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515043	Klenovec	2	801	178	623	8	54	103	13	783	272	529	29	0	141	26	29	47
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515043	Klenovec	3	865	190	683	17	53	94	26	873	294	579	25	0	158	32	31	48
Banskobystrickı kraj	606	Zvolen	604	Detva	518492	Klokoè	1	416	129	289	3	22	79	25	418	164	254	8	0	86	10	5	55
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515051	Kociha	1	166	28	138	4	5	19	0	164	56	110	7	0	22	13	10	4
Banskobystrickı kraj	603	Luèenec	607	Poltár	511498	Kokava nad Rimavicou	1	798	350	448	55	48	239	8	780	242	556	36	1	120	39	20	26
Banskobystrickı kraj	603	Luèenec	607	Poltár	511498	Kokava nad Rimavicou	2	797	334	464	53	88	178	15	798	341	457	46	2	144	87	27	35
Banskobystrickı kraj	603	Luèenec	607	Poltár	511498	Kokava nad Rimavicou	3	805	368	437	31	81	241	15	792	339	466	39	1	153	65	44	37
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516112	Koláre	1	243	60	183	11	5	12	32	211	97	146	0	57	7	22	9	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515060	Konrádovce	1	250	33	217	12	6	6	9	245	67	183	13	27	5	15	4	3
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516937	Kopernica	1	342	38	314	6	16	9	7	352	108	244	22	0	38	27	4	17
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508713	Kordíky	1	320	96	229	12	33	24	27	325	205	120	17	0	39	62	43	44
Banskobystrickı kraj	606	Zvolen	604	Detva	580520	Korytárky	1	790	295	505	28	40	186	41	800	354	446	27	0	140	48	25	114
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516121	Kosihovce	1	459	61	398	8	4	44	5	458	154	305	9	24	30	39	23	29
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516139	Kosihy nad Ip¾om	1	397	56	341	7	0	29	20	392	155	242	8	109	7	25	5	1
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516945	Kosorín	1	359	77	283	14	10	44	9	360	156	204	15	1	70	41	6	23
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511374	Kotmanová	1	265	55	214	5	24	24	2	269	101	168	6	0	58	14	8	15
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518506	Kováèová	1	1264	407	892	47	63	247	50	1299	734	565	78	2	195	161	102	196
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516147	Kováèovce	1	311	126	185	8	11	51	56	295	101	210	10	39	10	31	8	3
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	516953	Kozelník	1	152	49	103	11	17	17	4	152	58	94	7	0	37	7	1	6
Banskobystrickı kraj	606	Zvolen	605	Krupina	518514	Kozí Vrbovok	1	132	48	84	6	11	26	5	132	61	71	11	0	16	18	6	10
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516961	Krahule	1	156	51	112	12	5	18	16	163	108	55	8	0	25	20	18	37
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515078	Krá¾	1	744	190	554	75	26	49	40	736	216	528	22	114	42	16	4	18
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508721	Králiky	1	525	142	399	14	32	73	23	541	296	245	21	0	90	91	34	60
Banskobystrickı kraj	606	Zvolen	605	Krupina	518531	Krá¾ovce - Krnišov	1	152	46	107	8	7	24	7	153	87	66	11	0	41	12	12	11
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515086	Kraskovo	1	114	37	77	0	14	20	3	110	48	66	10	2	26	6	0	4
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	1	836	219	617	33	47	73	66	835	425	411	28	0	90	97	57	153
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	2	859	174	685	20	29	83	42	843	335	524	20	0	89	73	57	96
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	3	836	170	666	18	35	79	38	830	295	541	26	0	80	63	43	83
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	4	940	218	722	35	64	83	36	917	458	482	40	1	101	111	58	147
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	5	996	216	780	32	57	73	54	968	496	500	32	2	149	122	61	130
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516988	Kremnické Bane	1	211	34	185	6	3	18	7	219	96	123	5	0	23	22	18	28
Banskobystrickı kraj	606	Zvolen	604	Detva	518549	Kriváò	1	778	237	546	27	49	135	26	783	360	423	52	0	109	65	32	102
Banskobystrickı kraj	606	Zvolen	604	Detva	518549	Kriváò	2	631	189	442	33	30	113	13	621	294	337	43	0	107	57	24	63
Banskobystrickı kraj	603	Luèenec	607	Poltár	511501	Krná	1	50	22	35	4	3	15	0	57	31	26	6	0	14	6	3	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515094	Krokava	1	24	13	13	0	7	6	0	26	16	10	3	0	9	2	2	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	1	1190	301	889	51	99	106	45	1186	445	745	57	0	118	83	47	140
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	2	1042	301	741	47	62	144	48	1040	436	606	52	0	155	72	52	105
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	3	863	248	615	34	58	123	33	830	362	501	26	0	126	71	41	98
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	4	1239	360	879	53	112	153	42	1224	476	763	52	0	124	114	60	126
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	5	1098	259	847	43	109	80	27	1106	388	718	60	1	94	78	34	121
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	6	897	270	627	50	68	119	33	884	364	533	50	1	105	69	57	82
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515108	Kruno	1	297	44	255	3	13	27	1	299	137	162	31	0	46	26	13	21
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516996	Kunešov	1	193	16	184	2	3	10	1	200	61	139	6	0	18	8	6	23
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515116	Kyjatice	1	57	23	34	3	6	10	4	56	26	31	8	0	13	1	3	1
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557277	Kynce¾ová	1	317	90	227	7	28	38	17	315	170	147	16	0	57	22	30	45
Banskobystrickı kraj	606	Zvolen	605	Krupina	518565	Lackov	1	86	28	61	5	11	10	2	89	44	45	5	0	21	6	2	10
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	599328	Ladomerská Vieska	1	657	164	493	28	31	80	25	654	312	345	17	0	108	65	35	87
Banskobystrickı kraj	606	Zvolen	605	Krupina	518573	Ladzany	1	248	76	174	14	15	42	5	250	118	132	13	0	64	11	11	19
Banskobystrickı kraj	606	Zvolen	604	Detva	511510	Látky	1	57	10	47	1	0	9	0	57	27	30	1	0	6	9	4	7
Banskobystrickı kraj	606	Zvolen	604	Detva	511510	Látky	2	409	117	292	8	21	80	8	406	187	222	16	1	87	24	16	43
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515124	Lehota nad Rimavicou	1	239	67	172	7	21	30	9	234	107	132	9	1	50	19	10	18
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511528	Lehôtka	1	282	66	216	10	10	42	4	275	89	193	15	0	42	14	11	7
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517011	Lehôtka pod Brehmi	1	327	82	247	7	24	47	4	329	142	187	19	0	62	29	10	22
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515132	Lenartovce	1	412	132	280	46	6	46	34	407	140	272	4	120	6	9	0	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515141	Lenka	1	161	62	99	4	5	17	36	158	93	68	3	36	21	25	6	2
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511536	Lentvora	1	50	18	39	2	0	16	0	57	21	36	4	0	7	4	0	6
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516155	Lesenice	1	451	107	344	12	18	32	45	441	160	291	17	11	37	48	26	21
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518581	Leš (vojenskı obvod)	1	66	13	67	2	4	6	1	80	39	41	5	0	12	9	4	9
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515574	Leváre	1	83	38	48	8	5	19	6	86	56	30	1	45	1	3	0	6
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515159	Levkuška	1	182	27	155	6	4	11	6	180	58	124	3	46	4	4	0	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525901	Licince	1	489	93	397	45	12	28	8	490	106	384	10	27	33	23	1	12
Banskobystrickı kraj	606	Zvolen	611	Zvolen	558133	Lieskovec	1	1180	301	879	31	45	204	21	1136	499	681	32	2	164	114	62	125
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511544	Lipovany	1	210	76	135	8	9	53	6	211	74	137	5	0	35	12	5	17
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515167	Lipovec	1	50	8	42	1	0	3	4	49	8	42	0	0	4	2	1	1
Banskobystrickı kraj	606	Zvolen	605	Krupina	518603	Lišov	1	188	81	114	5	6	68	2	195	101	94	1	0	49	32	11	8
Banskobystrickı kraj	606	Zvolen	605	Krupina	518611	Litava	1	573	209	366	51	29	119	10	575	190	385	22	0	69	41	9	49
Banskobystrickı kraj	602	Brezno	603	Brezno	508730	Lom nad Rimavicou	1	233	68	171	7	11	41	9	239	136	103	23	1	64	21	8	19
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517020	Lovèa	1	589	169	420	31	14	108	16	581	277	312	32	0	79	54	37	75
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517038	Lovèica - Trubín	1	694	134	560	35	26	55	18	689	294	400	40	0	71	83	28	72
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517038	Lovèica - Trubín	2	582	122	460	25	14	71	12	572	294	288	27	0	100	82	26	59
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511552	Lovinobaòa	1	1483	325	1158	26	96	171	32	1458	467	1016	39	0	200	95	51	82
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511552	Lovinobaòa	2	173	49	124	8	12	24	5	172	66	107	11	0	19	15	3	18
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525928	Lubeník	1	1056	203	853	52	48	80	23	1029	285	771	21	1	139	65	25	34
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508748	¼ubietová	1	930	197	733	44	56	70	27	912	438	492	46	0	101	129	79	83
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511561	¼uboreè	1	269	55	223	14	10	21	10	278	97	181	11	0	26	33	8	19
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516163	¼uborieèka	1	114	30	84	3	1	15	11	114	51	63	11	0	20	9	6	5
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508756	Luèatín	1	549	132	418	17	40	44	31	550	254	296	25	1	72	60	42	54
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	1	1463	256	1207	35	51	99	71	1436	517	946	36	36	76	168	115	86
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	2	1201	203	998	21	52	75	55	1182	426	775	31	25	103	103	70	94
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	3	875	209	672	27	20	121	41	881	376	505	27	20	108	79	82	60
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	4	1180	222	958	21	47	104	50	1161	424	756	29	26	84	103	82	100
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	5	970	144	826	19	31	68	26	954	325	645	26	15	67	90	52	75
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	6	649	134	515	19	21	56	38	632	224	425	9	8	67	54	38	48
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	7	501	90	411	10	25	29	26	477	180	321	12	12	28	56	38	34
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	8	808	140	668	12	25	70	33	782	345	463	16	36	65	122	47	59
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	9	818	178	640	25	22	100	31	790	331	487	30	21	91	83	64	42
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	10	1271	204	1068	21	30	112	41	1272	355	917	23	30	95	96	61	50
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	11	760	163	614	31	20	82	30	777	347	430	20	15	106	85	55	66
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	12	728	158	570	20	37	69	32	722	289	439	18	27	81	69	50	44
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	13	962	190	772	23	30	90	47	927	355	607	32	19	110	72	58	64
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	14	649	155	494	20	31	73	31	627	296	353	19	20	84	73	56	44
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	15	933	177	756	21	26	94	36	911	369	564	23	38	106	77	73	52
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	16	830	114	716	19	33	48	14	809	236	594	9	7	67	85	38	30
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	17	865	113	752	16	28	43	26	845	261	604	16	13	71	79	46	36
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	18	888	151	737	23	24	84	20	870	290	598	22	14	103	73	45	33
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	19	936	142	794	20	30	61	31	906	263	673	20	8	85	82	34	34
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	20	757	150	607	21	36	66	27	749	294	463	20	14	53	95	64	48
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	21	835	112	723	5	29	56	22	800	220	615	12	6	56	66	38	42
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	22	770	86	684	7	15	49	15	743	188	582	21	13	40	47	35	32
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	23	1054	187	872	24	35	109	19	1059	347	712	22	17	92	84	65	67
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	24	929	130	799	22	32	56	20	882	289	640	28	5	89	83	55	29
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	25	709	119	590	24	11	50	34	690	250	459	8	15	64	72	51	40
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	26	349	68	281	6	13	37	12	347	153	196	5	3	36	52	26	31
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517046	Lúèky	1	173	45	134	8	14	19	4	179	73	106	7	1	17	15	0	33
Banskobystrickı kraj	606	Zvolen	611	Zvolen	558087	Lukavica	1	130	36	106	4	4	22	6	142	82	60	7	0	20	14	17	24
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515175	Lukovištia	1	157	31	128	7	6	16	2	159	63	96	10	1	28	9	8	7
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511579	Lupoè	1	189	50	141	6	6	38	0	191	67	124	2	0	32	23	2	8
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	599336	Lutila	1	1118	228	895	31	52	107	38	1123	524	599	51	1	132	147	73	120
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525944	Magnezitovce	1	265	48	225	9	7	31	1	273	103	170	12	0	65	13	7	6
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525944	Magnezitovce	2	81	17	64	6	4	6	1	81	22	59	0	0	18	2	0	2
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516171	Malá Èalomija	1	189	38	151	8	4	18	8	177	89	100	15	3	47	9	8	7
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517062	Malá Lehota	1	761	99	669	22	9	65	3	768	280	488	25	0	147	45	18	45
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	580244	Malachov	1	899	205	705	22	35	101	47	910	480	430	31	1	133	99	84	132
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	558206	Malé Straciny	1	106	27	79	4	2	21	0	99	42	64	5	0	20	7	7	3
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516198	Malé Zlievce	1	224	63	161	3	11	35	14	221	102	122	14	1	32	20	27	8
Banskobystrickı kraj	603	Luèenec	607	Poltár	511595	Málinec	1	539	196	354	24	40	114	18	550	217	333	23	0	127	26	11	30
Banskobystrickı kraj	603	Luèenec	607	Poltár	511595	Málinec	2	609	178	440	37	52	84	5	618	197	421	17	0	99	43	11	27
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	558192	Malı Krtíš	1	426	73	353	23	17	16	17	426	192	234	21	1	29	49	58	34
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515183	Martinová	1	150	41	117	10	0	29	2	158	32	126	20	8	1	2	1	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511609	Mašková	1	257	65	196	7	18	34	6	261	86	175	9	1	43	13	10	10
Banskobystrickı kraj	606	Zvolen	605	Krupina	518646	Medovarce	1	176	56	126	22	11	22	1	182	78	104	13	0	37	8	3	17
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508764	Medzibrod	1	1121	386	737	92	97	163	34	1123	558	565	49	2	163	139	42	163
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518654	Michalková	1	35	13	28	1	3	6	3	41	24	17	6	0	8	3	1	6
Banskobystrickı kraj	602	Brezno	603	Brezno	508772	Michalová	1	598	110	488	4	34	56	16	593	235	363	37	0	92	53	17	36
Banskobystrickı kraj	603	Luèenec	606	Luèenec	580309	Mikušovce	1	229	63	166	9	10	38	6	229	92	137	12	8	26	21	11	14
Banskobystrickı kraj	603	Luèenec	607	Poltár	511617	Mládzovo	1	93	55	49	7	5	34	9	104	74	30	13	0	43	6	5	7
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517071	Moèiar	1	134	40	94	18	5	13	4	128	58	76	6	0	35	5	1	11
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516210	Modrı Kameò	1	1282	217	1065	26	46	116	29	1268	497	785	52	3	179	89	119	55
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	580384	Mokrá Lúka	1	435	180	255	7	43	116	14	421	247	188	23	1	107	55	22	39
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508781	Môlèa	1	301	38	263	3	10	16	9	299	95	206	4	0	26	24	19	22
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508799	Moštenica	1	177	51	141	2	6	38	5	192	107	85	16	0	33	22	13	23
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508802	Motyèky	1	86	29	58	3	11	15	0	87	50	37	7	0	15	10	11	7
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511625	Muèín	1	562	77	485	16	11	32	18	555	128	434	20	17	21	55	8	7
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516228	Mu¾a	1	239	36	203	18	1	12	5	225	54	185	8	15	15	8	5	3
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525987	Muráò	1	959	170	789	16	58	77	19	915	279	680	22	1	130	62	16	48
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525995	Muránska Dlhá Lúka	1	646	223	423	34	92	73	24	640	240	406	20	3	109	53	23	32
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526002	Muránska Huta	1	93	22	77	11	1	10	0	99	48	51	5	2	16	4	5	16
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526002	Muránska Huta	2	71	14	86	5	2	3	4	100	57	43	7	0	9	18	9	14
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526011	Muránska Lehota	1	167	32	142	6	5	20	1	174	65	109	4	1	33	19	4	4
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526029	Muránska Zdychava	1	196	46	150	6	12	27	1	196	74	122	10	0	40	13	1	10
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511641	Mıtna	1	957	211	746	25	35	118	33	955	352	605	27	0	130	59	41	95
Banskobystrickı kraj	602	Brezno	603	Brezno	508811	Mıto pod Ïumbierom	1	437	134	303	25	34	52	23	421	245	192	36	2	52	89	31	35
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526037	Nandra	1	176	87	94	24	20	42	1	181	63	118	3	0	54	5	1	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557285	Nemce	1	987	240	747	36	76	96	32	979	471	516	40	0	107	120	84	120
Banskobystrickı kraj	602	Brezno	603	Brezno	508829	Nemecká	1	770	283	503	56	92	113	22	786	318	468	26	0	122	63	38	69
Banskobystrickı kraj	602	Brezno	603	Brezno	508829	Nemecká	2	718	246	476	38	85	103	20	722	296	426	31	1	119	60	31	54
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516236	Nenince	1	1160	391	769	46	13	102	230	1119	495	665	37	225	41	131	28	33
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515205	Neporadza	1	176	87	91	9	6	72	0	178	66	112	7	44	8	6	1	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517089	Nevo¾né	1	342	81	261	8	7	54	12	333	191	151	24	0	63	40	17	47
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511668	Nitra nad Ip¾om	1	244	77	167	7	1	4	65	239	83	161	1	18	13	29	19	3
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557790	Ninı Skálnik	1	161	49	112	3	19	25	2	157	69	92	12	1	22	23	9	2
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	1	1210	249	961	38	38	131	42	1192	501	709	40	1	140	100	74	146
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	2	1520	352	1168	64	60	162	66	1494	609	911	55	1	144	136	82	191
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	3	1576	329	1247	78	55	132	64	1554	688	888	64	0	138	162	78	246
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	4	1043	234	809	31	30	134	39	1030	420	623	33	0	143	84	42	118
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	5	297	32	265	4	1	22	5	295	77	220	9	1	29	11	6	21
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	6	474	101	387	24	15	38	24	488	221	267	24	1	52	44	18	82
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515230	Nová Bašta	1	434	141	293	41	3	76	21	418	139	295	11	112	2	12	0	2
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516244	Nová Ves	1	318	91	231	8	12	68	3	322	151	171	18	6	81	16	10	20
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511676	Nové Hony	1	159	32	127	5	6	16	5	158	61	98	15	4	16	12	2	12
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516252	Obeckov	1	413	36	377	5	7	16	8	410	136	277	4	2	63	25	18	24
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	1	976	200	776	15	34	124	27	961	343	633	23	1	157	58	41	63
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	2	1015	238	779	19	43	161	15	1017	414	603	46	1	164	72	40	91
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	3	154	59	95	3	14	42	0	143	58	96	8	0	27	13	3	7
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516261	Olováry	1	257	117	140	20	3	53	41	257	120	137	8	56	10	32	6	8
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516279	Opatovská Nová Ves	1	561	182	379	29	16	95	42	529	181	380	13	59	18	47	16	28
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516287	Opava	1	96	10	87	0	3	6	1	97	37	60	3	2	25	2	3	2
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508837	Oravce	1	145	25	121	4	5	16	0	146	75	71	3	0	31	18	4	19
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515248	Orávka	1	128	51	77	2	10	36	3	120	70	58	12	0	34	13	1	10
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	580546	Orovnica	1	473	89	384	21	25	37	6	472	177	296	15	0	76	33	5	48
